[Starting] Opening the serial port - COM14
[Info] Opened the serial port - COM14
---BEGIN---
TIME	INPUT	OUTPUT	TS	GRADIENT
226241	1	306.75	253	0.00
226494	1	307.50	253	0.00
226746	1	307.25	252	-0.00
226999	1	307.50	253	0.00
227251	1	307.75	252	0.00
227504	1	307.75	253	0.00
227757	1	308.50	253	0.00
228008	1	308.50	251	0.00
228261	1	308.75	253	0.00
228514	1	309.25	253	0.00
228766	1	309.50	252	0.00
229019	1	309.50	253	0.00
229271	1	310.00	252	0.00
229524	1	310.25	253	0.00
229777	1	310.00	253	-0.00
230029	1	310.75	252	0.00
230282	1	310.50	253	-0.00
230535	1	311.25	253	0.00
230787	1	311.50	252	0.00
231040	1	312.00	253	0.00
231291	1	312.00	251	0.00
231544	1	312.50	253	0.00
231797	1	312.75	253	0.00
232049	1	312.75	252	0.00
232302	1	312.75	253	0.00
232554	1	313.00	252	0.00
232807	1	313.50	253	0.00
233060	1	313.75	253	0.00
233312	1	313.75	252	0.00
233565	1	313.50	253	-0.00
233818	1	313.75	253	0.00
234070	1	314.00	252	0.00
234322	1	314.25	252	0.00
234574	1	314.25	252	0.00
234827	1	315.25	253	0.00
235080	1	314.75	253	-0.00
235332	1	315.00	252	0.00
235585	1	315.50	253	0.00
235838	1	316.00	253	0.00
236090	1	315.75	252	-0.00
236343	1	315.75	253	0.00
236595	1	316.25	252	0.00
236848	1	316.50	253	0.00
237101	1	316.75	253	0.00
237352	1	317.00	251	0.00
237605	1	317.25	253	0.00
237858	1	317.25	253	0.00
238110	1	317.50	252	0.00
238363	1	317.75	253	0.00
238616	1	317.75	253	0.00
238868	1	318.00	252	0.00
239121	1	318.25	253	0.00
239373	1	318.50	252	0.00
239626	1	318.50	253	0.00
239879	1	318.75	253	0.00
240131	1	319.00	252	0.00
240384	1	319.00	253	0.00
240635	1	319.50	251	0.00
240888	1	318.75	253	-0.00
241141	1	319.50	253	0.00
241393	1	319.50	252	0.00
241646	1	320.25	253	0.00
241899	1	320.00	253	-0.00
242151	1	320.25	252	0.00
242404	1	320.25	253	0.00
242656	1	320.50	252	0.00
242909	1	320.50	253	0.00
243162	1	320.75	253	0.00
243414	1	320.50	252	-0.00
243666	1	321.00	252	0.00
243919	1	321.25	253	0.00
244171	1	321.25	252	0.00
244424	1	321.75	253	0.00
244676	1	322.00	252	0.00
244929	1	322.00	253	0.00
245182	1	322.00	253	0.00
245434	1	322.25	252	0.00
245687	1	322.00	253	-0.00
245939	1	322.25	252	0.00
246192	1	322.50	253	0.00
246445	1	322.75	253	0.00
246696	1	322.25	251	-0.00
246949	1	323.00	253	0.00
247202	1	323.25	253	0.00
247454	1	323.50	252	0.00
247707	1	323.50	253	0.00
247960	1	323.25	253	-0.00
248212	1	323.50	252	0.00
248465	1	323.25	253	-0.00
248717	1	323.25	252	0.00
248970	1	324.00	253	0.00
249223	1	323.50	253	-0.00
249475	1	324.25	252	0.00
249728	1	324.50	253	0.00
249980	1	324.00	252	-0.00
250232	1	324.25	252	0.00
250485	1	324.75	253	0.00
250737	1	324.00	252	-0.00
250990	1	324.50	253	0.00
251243	1	325.25	253	0.00
251495	1	324.75	252	-0.00
251748	1	325.00	253	0.00
252001	1	325.00	253	0.00
252253	1	325.25	252	0.00
252506	1	324.75	253	-0.00
252758	1	325.50	252	0.00
253010	1	325.25	252	-0.00
253263	1	325.25	253	0.00
253515	1	325.50	252	0.00
253768	1	325.25	253	-0.00
254021	1	326.00	253	0.00
254273	1	325.75	252	-0.00
254526	1	325.25	253	-0.00
254778	1	326.00	252	0.00
255031	1	326.50	253	0.00
255284	1	326.00	253	-0.00
255536	1	326.50	252	0.00
255789	1	326.75	253	0.00
256041	1	326.25	252	-0.00
256293	1	326.25	252	0.00
256546	1	326.75	253	0.00
256798	1	326.75	252	0.00
257051	1	326.75	253	0.00
257304	1	327.00	253	0.00
257556	1	327.00	252	0.00
257809	1	327.25	253	0.00
258062	1	327.00	253	-0.00
258314	1	327.25	252	0.00
258567	1	327.00	253	-0.00
258819	1	327.00	252	0.00
259072	1	327.00	253	0.00
259324	1	327.00	252	0.00
259576	1	327.25	252	0.00
259829	1	327.25	253	0.00
260081	1	327.00	252	-0.00
260334	1	327.50	253	0.00
260587	1	327.75	253	0.00
260839	1	327.75	252	0.00
261092	1	327.50	253	-0.00
261345	1	327.75	253	0.00
261597	1	327.50	252	-0.00
261850	1	328.00	253	0.00
262102	1	327.50	252	-0.00
262354	1	327.75	252	0.00
262607	1	328.00	253	0.00
262859	1	328.25	252	0.00
263112	1	328.00	253	-0.00
263365	1	327.75	253	-0.00
263617	1	327.75	252	0.00
263870	1	327.50	253	-0.00
264122	1	327.75	252	0.00
264375	1	328.00	253	0.00
264628	1	328.25	253	0.00
264880	1	328.25	252	0.00
265133	1	328.00	253	-0.00
265385	1	328.00	252	0.00
265637	1	327.75	252	-0.00
265890	1	328.75	253	0.00
266142	1	328.50	252	-0.00
266395	1	328.50	253	0.00
266648	1	328.50	253	0.00
266900	1	328.00	252	-0.00
267153	1	328.00	253	0.00
267406	1	328.50	253	0.00
267658	1	328.25	252	-0.00
267911	1	328.50	253	0.00
268163	1	328.50	252	0.00
268416	1	328.00	253	-0.00
268668	1	328.75	252	0.00
268920	1	328.50	252	-0.00
269173	1	328.25	253	-0.00
269426	1	328.50	253	0.00
269678	1	328.50	252	0.00
269931	1	328.00	253	-0.00
270183	1	328.25	252	0.00
270436	1	328.50	253	0.00
270689	1	328.25	253	-0.00
270941	1	328.50	252	0.00
271194	1	328.75	253	0.00
271447	1	328.25	253	-0.00
271698	1	328.25	251	0.00
271951	1	328.25	253	0.00
272203	1	328.25	252	0.00
272456	1	328.75	253	0.00
272709	1	328.25	253	-0.00
272961	1	328.50	252	0.00
273214	1	328.25	253	-0.00
273467	1	328.50	253	0.00
273719	1	328.25	252	-0.00
273972	1	328.00	253	-0.00
274224	1	328.50	252	0.00
274477	1	328.25	253	-0.00
274729	1	328.25	252	0.00
274981	1	328.25	252	0.00
275234	1	328.00	253	-0.00
275487	1	328.25	253	0.00
275739	1	328.50	252	0.00
275992	1	328.50	253	0.00
276244	1	328.00	252	-0.00
276497	1	328.25	253	0.00
276750	1	328.00	253	-0.00
277002	1	328.00	252	0.00
277255	1	328.25	253	0.00
277507	1	328.25	252	0.00
277760	1	328.25	253	0.00
278012	1	327.75	252	-0.00
278264	1	328.25	252	0.00
278517	1	328.25	253	0.00
278770	1	328.00	253	-0.00
279022	1	327.25	252	-0.00
279275	1	328.00	253	0.00
279527	1	327.75	252	-0.00
279780	1	328.00	253	0.00
280033	1	327.75	253	-0.00
280285	1	327.50	252	-0.00
280538	1	327.75	253	0.00
280791	1	327.75	253	0.00
281042	1	327.50	251	-0.00
281295	1	327.25	253	-0.00
281548	1	327.50	253	0.00
281800	1	327.50	252	0.00
282053	1	327.25	253	-0.00
282305	1	327.50	252	0.00
282558	1	327.75	253	0.00
282811	1	327.75	253	0.00
283063	1	327.25	252	-0.00
283316	1	327.50	253	0.00
283569	1	327.50	253	0.00
283821	1	327.25	252	-0.00
284073	1	327.25	252	0.00
284325	1	327.50	252	0.00
284578	1	327.25	253	-0.00
284831	1	327.25	253	0.00
285083	1	327.00	252	-0.00
285336	1	327.25	253	0.00
285588	1	326.75	252	-0.00
285841	1	327.00	253	0.00
286094	1	326.75	253	-0.00
286346	1	327.00	252	0.00
286599	1	326.75	253	-0.00
286852	1	326.75	253	0.00
287104	1	326.75	252	0.00
287356	1	326.50	252	-0.00
287609	1	326.50	253	0.00
287861	1	326.25	252	-0.00
288114	1	326.50	253	0.00
288366	1	326.00	252	-0.00
288619	1	326.50	253	0.00
288872	1	326.00	253	-0.00
289124	1	326.00	252	0.00
289377	1	326.00	253	0.00
289629	1	326.25	252	0.00
289882	1	326.25	253	0.00
290135	1	325.75	253	-0.00
290386	1	325.50	251	-0.00
290639	1	326.00	253	0.00
290892	1	326.00	253	0.00
291144	1	325.75	252	-0.00
291397	1	325.75	253	0.00
291649	1	325.75	252	0.00
291902	1	325.75	253	0.00
292155	1	325.50	253	-0.00
292407	1	325.75	252	0.00
292660	1	325.50	253	-0.00
292913	1	325.50	253	0.00
293165	1	325.25	252	-0.00
293417	1	325.00	252	-0.00
293669	1	325.25	252	0.00
293922	1	325.25	253	0.00
294175	1	324.75	253	-0.00
294427	1	324.75	252	0.00
294680	1	324.50	253	-0.00
294932	1	325.00	252	0.00
295185	1	324.75	253	-0.00
295438	1	324.25	253	-0.00
295690	1	324.75	252	0.00
295943	1	324.00	253	-0.00
296196	1	324.25	253	0.00
296448	1	324.50	252	0.00
296700	1	324.50	252	0.00
296953	1	324.25	253	-0.00
297205	1	324.00	252	-0.00
297458	1	324.25	253	0.00
297710	1	324.00	252	-0.00
297963	1	323.50	253	-0.00
298216	1	324.00	253	0.00
298468	1	323.50	252	-0.00
298721	1	323.75	253	0.00
298974	1	324.00	253	0.00
299226	1	323.50	252	-0.00
299479	1	323.50	253	0.00
299730	1	323.75	251	0.00
299983	1	323.50	253	-0.00
300236	1	323.50	253	0.00
300488	1	322.75	252	-0.00
300741	1	323.25	253	0.00
300994	1	323.25	253	0.00
301246	1	322.75	252	-0.00
301499	1	322.50	253	-0.00
301751	1	322.50	252	0.00
302004	1	323.00	253	0.00
302257	1	322.50	253	-0.00
302509	1	322.75	252	0.00
302761	1	322.75	252	0.00
303014	1	322.50	253	-0.00
303266	1	322.50	252	0.00
303519	1	322.50	253	0.00
303771	1	322.25	252	-0.00
304024	1	322.25	253	0.00
304277	1	321.75	253	-0.00
304529	1	322.00	252	0.00
304782	1	321.75	253	-0.00
305035	1	322.00	253	0.00
305287	1	321.75	252	-0.00
305540	1	321.50	253	-0.00
305792	1	321.25	252	-0.00
306044	1	321.50	252	0.00
306297	1	321.50	253	0.00
306549	1	321.50	252	0.00
306802	1	321.25	253	-0.00
307055	1	321.00	253	-0.00
307307	1	321.00	252	0.00
307560	1	321.00	253	0.00
307812	1	320.75	252	-0.00
308065	1	320.75	253	0.00
308318	1	320.75	253	0.00
308570	1	320.75	252	0.00
308823	1	320.75	253	0.00
309074	1	320.50	251	-0.00
309327	1	320.50	253	0.00
309580	1	320.25	253	-0.00
309832	1	320.25	252	0.00
310085	1	320.25	253	0.00
310337	1	320.00	252	-0.00
310590	1	320.00	253	0.00
310843	1	319.25	253	-0.00
311095	1	319.75	252	0.00
311348	1	319.75	253	0.00
311601	1	319.25	253	-0.00
311853	1	319.50	252	0.00
312105	1	319.00	252	-0.00
312357	1	319.00	252	0.00
312610	1	319.00	253	0.00
312863	1	319.00	253	0.00
313115	1	319.25	252	0.00
313368	1	318.75	253	-0.00
313620	1	318.50	252	-0.00
313873	1	318.50	253	0.00
314126	1	318.50	253	0.00
314378	1	318.25	252	-0.00
314631	1	318.50	253	0.00
314884	1	318.00	253	-0.00
315136	1	318.25	252	0.00
315388	1	318.25	252	0.00
315640	1	318.25	252	0.00
315893	1	318.00	253	-0.00
316146	1	317.50	253	-0.00
316398	1	318.00	252	0.00
316651	1	318.00	253	0.00
316904	1	317.75	253	-0.00
317156	1	317.25	252	-0.00
317409	1	317.00	253	-0.00
317661	1	317.50	252	0.00
317914	1	317.00	253	-0.00
318167	1	317.00	253	0.00
318418	1	316.75	251	-0.00
318671	1	317.00	253	0.00
318924	1	316.50	253	-0.00
319176	1	316.50	252	0.00
319429	1	316.50	253	0.00
319681	1	316.50	252	0.00
319934	1	316.00	253	-0.00
320187	1	316.50	253	0.00
320439	1	316.25	252	-0.00
320692	1	316.00	253	-0.00
320945	1	316.25	253	0.00
321197	1	316.00	252	-0.00
321449	1	315.75	252	-0.00
321701	1	315.75	252	0.00
321954	1	315.75	253	0.00
322207	1	315.25	253	-0.00
322459	1	315.75	252	0.00
322712	1	315.50	253	-0.00
322965	1	315.00	253	-0.00
323217	1	314.50	252	-0.00
323470	1	315.00	253	0.00
323722	1	314.75	252	-0.00
323975	1	314.75	253	0.00
324228	1	314.75	253	0.00
324480	1	314.25	252	-0.00
324732	1	314.25	252	0.00
324985	1	314.25	253	0.00
325237	1	314.25	252	0.00
325490	1	314.25	253	0.00
325742	1	313.75	252	-0.00
325995	1	314.00	253	0.00
326248	1	314.00	253	0.00
326500	1	314.00	252	0.00
326753	1	313.50	253	-0.00
327005	1	313.75	252	0.00
327258	1	313.75	253	0.00
327511	1	313.25	253	-0.00
327762	1	312.75	251	-0.00
328015	1	313.25	253	0.00
328268	1	312.50	253	-0.00
328520	1	313.00	252	0.00
328773	1	313.00	253	0.00
329025	1	313.00	252	0.00
329278	1	313.00	253	0.00
329531	1	312.75	253	-0.00
329783	1	312.50	252	-0.00
330036	1	312.50	253	0.00
330288	1	312.50	252	0.00
330541	1	312.25	253	-0.00
330793	1	312.00	252	-0.00
331045	1	312.00	252	0.00
331298	1	311.75	253	-0.00
331551	1	312.00	253	0.00
331803	1	311.25	252	-0.00
332056	1	311.25	253	0.00
332308	1	311.25	252	0.00
332561	1	311.50	253	0.00
332814	1	311.75	253	0.00
333066	1	311.00	252	-0.00
333319	1	311.00	253	0.00
333572	1	311.50	253	0.00
333824	1	310.75	252	-0.00
334076	1	310.50	252	-0.00
334328	1	310.50	252	0.00
334581	1	310.50	253	0.00
334834	1	310.50	253	0.00
335086	1	310.25	252	-0.00
335339	1	310.25	253	0.00
335591	1	309.50	252	-0.00
335844	1	310.00	253	0.00
336097	1	310.00	253	0.00
336349	1	310.00	252	0.00
336602	1	309.50	253	-0.00
336855	1	309.75	253	0.00
337106	1	309.50	251	-0.00
337359	1	309.25	253	-0.00
337611	1	309.00	252	-0.00
337864	1	309.00	253	0.00
338117	1	309.00	253	0.00
338369	1	308.50	252	-0.00
338622	1	308.50	253	0.00
338875	1	309.00	253	0.00
339127	1	309.00	252	0.00
339380	1	308.50	253	-0.00
339632	1	308.75	252	0.00
339885	1	308.00	253	-0.00
340137	1	308.00	252	0.00
340389	1	308.25	252	0.00
340642	1	307.75	253	-0.00
340895	1	308.00	253	0.00
341147	1	307.75	252	-0.00
341400	1	308.00	253	0.00
341652	1	307.75	252	-0.00
341905	1	307.25	253	-0.00
342158	1	307.50	253	0.00
342410	1	307.00	252	-0.00
342663	1	307.00	253	0.00
342916	1	307.00	253	0.00
343168	1	306.75	252	-0.00
343420	1	307.00	252	0.00
343672	1	306.75	252	-0.00
343925	1	306.50	253	-0.00
344178	1	306.75	253	0.00
344430	1	306.25	252	-0.00
344683	1	305.75	253	-0.00
344936	1	306.00	253	0.00
345188	1	306.00	252	0.00
345441	1	305.75	253	-0.00
345693	1	305.75	252	0.00
345946	1	305.50	253	-0.00
346199	1	305.50	253	0.00
346450	1	305.25	251	-0.00
346703	1	305.00	253	-0.00
346956	1	305.00	253	0.00
347208	1	304.75	252	-0.00
347461	1	305.00	253	0.00
347713	1	305.00	252	0.00
347966	1	305.00	253	0.00
348219	1	304.50	253	-0.00
348471	1	304.25	252	-0.00
348724	1	304.00	253	-0.00
348976	1	304.50	252	0.00
349229	1	304.00	253	-0.00
349481	1	304.25	252	0.00
349733	1	304.00	252	-0.00
349986	1	304.00	253	0.00
350239	1	303.75	253	-0.00
350491	1	303.50	252	-0.00
350744	1	303.75	253	0.00
350996	1	303.50	252	-0.00
351249	1	303.50	253	0.00
351502	1	303.50	253	0.00
351754	1	303.25	252	-0.00
352007	1	303.00	253	-0.00
352260	1	302.75	253	-0.00
352512	1	302.75	252	0.00
352764	1	302.75	252	0.00
353016	1	302.75	252	0.00
353269	1	302.25	253	-0.00
353522	1	302.25	253	0.00
353774	1	302.25	252	0.00
354027	1	302.00	253	-0.00
354279	1	302.25	252	0.00
354532	1	301.75	253	-0.00
354785	1	301.75	253	0.00
355037	1	301.75	252	0.00
355290	1	301.50	253	-0.00
355543	1	301.75	253	0.00
355794	1	301.75	251	0.00
356047	1	301.25	253	-0.00
356299	1	301.25	252	0.00
356552	1	300.50	253	-0.00
356805	1	300.75	253	0.00
357057	1	300.25	252	-0.00
357310	1	300.50	253	0.00
357563	1	300.50	253	0.00
357815	1	300.50	252	0.00
358068	1	300.00	253	-0.00
358320	1	300.25	252	0.00
358573	1	300.00	253	-0.00
358825	1	299.75	252	-0.00
359077	1	299.75	252	0.00
359330	1	299.50	253	-0.00
359583	1	299.50	253	0.00
359835	1	299.25	252	-0.00
360088	1	299.00	253	-0.00
360340	1	299.25	252	0.00
360593	1	299.00	253	-0.00
360846	1	299.00	253	0.00
361098	1	299.25	252	0.00
361351	1	298.75	253	-0.00
361604	1	298.50	253	-0.00
361856	1	298.50	252	0.00
362108	1	298.25	252	-0.00
362360	1	298.00	252	-0.00
362613	1	298.00	253	0.00
362866	1	297.50	253	-0.00
363118	1	297.50	252	0.00
363371	1	297.50	253	0.00
363624	1	297.25	253	-0.00
363876	1	297.25	252	0.00
364129	1	297.00	253	-0.00
364381	1	296.50	252	-0.00
364634	1	296.75	253	0.00
364887	1	296.75	253	0.00
365138	1	296.50	251	-0.00
365391	1	296.25	253	-0.00
365644	1	296.00	253	-0.00
365896	1	296.00	252	0.00
366149	1	296.25	253	0.00
366401	1	295.75	252	-0.00
366654	1	295.75	253	0.00
366907	1	295.75	253	0.00
367159	1	295.25	252	-0.00
367412	1	295.25	253	0.00
367664	1	295.00	252	-0.00
367917	1	294.75	253	-0.00
368169	1	295.00	252	0.00
368421	1	294.50	252	-0.00
368674	1	294.25	253	-0.00
368927	1	294.00	253	-0.00
369179	1	294.25	252	0.00
369432	1	293.75	253	-0.00
369685	1	293.50	253	-0.00
369937	1	293.00	252	-0.00
370190	1	293.25	253	0.00
370442	1	293.25	252	0.00
370695	1	292.75	253	-0.00
370948	1	292.75	253	0.00
371200	1	292.50	252	-0.00
371452	1	292.25	252	-0.00
371705	1	292.25	253	0.00
371957	1	291.75	252	-0.00
372210	1	291.50	253	-0.00
372462	1	291.25	252	-0.00
372715	1	291.25	253	0.00
372968	1	291.25	253	0.00
373220	1	291.00	252	-0.00
373473	1	290.50	253	-0.00
373726	1	290.25	253	-0.00
373978	1	290.25	252	0.00
374231	1	290.00	253	-0.00
374482	1	290.00	251	0.00
374735	1	290.00	253	0.00
374988	1	289.50	253	-0.00
375240	1	289.25	252	-0.00
375493	1	289.25	253	0.00
375745	1	289.00	252	-0.00
375998	1	288.75	253	-0.00
376251	1	288.25	253	-0.00
376503	1	288.25	252	0.00
376756	1	288.00	253	-0.00
377009	1	288.00	253	0.00
377261	1	287.75	252	-0.00
377513	1	287.50	252	-0.00
377766	1	287.00	253	-0.00
378018	1	287.00	252	0.00
378271	1	286.75	253	-0.00
378523	1	286.50	252	-0.00
378776	1	286.00	253	-0.00
379029	1	285.75	253	-0.00
379281	1	285.75	252	0.00
379534	1	285.75	253	0.00
379787	1	285.50	253	-0.00
380039	1	285.25	252	-0.00
380292	1	285.00	253	-0.00
380544	1	284.75	252	-0.00
380796	1	284.50	252	-0.00
381049	1	284.25	253	-0.00
381301	1	283.75	252	-0.00
381554	1	283.50	253	-0.00
381807	1	283.50	253	0.00
382059	1	283.25	252	-0.00
382312	1	282.75	253	-0.00
382564	1	283.00	252	0.00
382817	1	282.75	253	-0.00
383070	1	282.00	253	-0.00
383322	1	282.25	252	0.00
383575	1	282.00	253	-0.00
383827	1	281.50	252	-0.00
384079	1	281.25	252	-0.00
384332	1	281.25	253	0.00
384585	1	280.50	253	-0.00
384837	1	280.75	252	0.00
385090	1	280.25	253	-0.00
385342	1	280.50	252	0.00
385595	1	280.25	253	-0.00
385848	1	280.25	253	0.00
386100	1	280.00	252	-0.00
386353	1	279.75	253	-0.00
386606	1	279.25	253	-0.00
386857	1	279.00	251	-0.00
387110	1	278.75	253	-0.00
387362	1	278.75	252	0.00
387615	1	278.50	253	-0.00
387868	1	277.75	253	-0.00
388120	1	278.00	252	0.00
388373	1	277.75	253	-0.00
388626	1	277.50	253	-0.00
388878	1	276.75	252	-0.00
389131	1	277.00	253	0.00
389384	1	276.50	253	-0.00
389636	1	276.50	252	0.00
389889	1	276.25	253	-0.00
390140	1	275.50	251	-0.00
390393	1	275.00	253	-0.00
390646	1	275.00	253	0.00
390898	1	275.25	252	0.00
391151	1	275.00	253	-0.00
391404	1	274.25	253	-0.00
391656	1	274.00	252	-0.00
391909	1	273.75	253	-0.00
392161	1	273.50	252	-0.00
392414	1	273.50	253	0.00
392667	1	273.50	253	0.00
392919	1	273.25	252	-0.00
393171	1	272.75	252	-0.00
393424	1	273.00	253	0.00
393676	1	272.25	252	-0.00
393929	1	272.00	253	-0.00
394181	1	271.50	252	-0.00
394434	1	271.75	253	0.00
394687	1	271.50	253	-0.00
394939	1	271.25	252	-0.00
395192	1	271.00	253	-0.00
395445	1	270.50	253	-0.00
395697	1	269.75	252	-0.00
395950	1	269.75	253	0.00
396201	1	269.50	251	-0.00
396454	1	269.75	253	0.00
396707	1	269.50	253	-0.00
396959	1	269.00	252	-0.00
397212	1	269.00	253	0.00
397465	1	268.75	253	-0.00
397717	1	268.50	252	-0.00
397970	1	268.25	253	-0.00
398223	1	268.00	253	-0.00
398475	1	267.50	252	-0.00
398728	1	267.50	253	0.00
398980	1	266.75	252	-0.00
399233	1	266.75	253	0.00
399485	1	266.50	252	-0.00
399737	1	266.50	252	0.00
399990	1	266.25	253	-0.00
400243	1	266.25	253	0.00
400495	1	265.75	252	-0.00
400748	1	265.50	253	-0.00
401000	1	265.00	252	-0.00
401253	1	264.50	253	-0.00
401506	1	264.75	253	0.00
401758	1	264.50	252	-0.00
402011	1	264.25	253	-0.00
402264	1	264.00	253	-0.00
402515	1	263.75	251	-0.00
402768	1	263.25	253	-0.00
403020	1	263.00	252	-0.00
403273	1	263.00	253	0.00
403526	1	263.00	253	0.00
403778	1	262.50	252	-0.00
404031	1	262.25	253	-0.00
404284	1	262.00	253	-0.00
404536	1	261.75	252	-0.00
404789	1	261.00	253	-0.00
405041	1	261.50	252	0.00
405294	1	261.00	253	-0.00
405547	1	260.50	253	-0.00
405798	1	260.50	251	0.00
406051	1	260.50	253	0.00
406304	1	260.00	253	-0.00
406556	1	259.50	252	-0.00
406809	1	259.25	253	-0.00
407061	1	259.25	252	0.00
407314	1	258.75	253	-0.00
407567	1	258.50	253	-0.00
407819	1	258.50	252	0.00
408072	1	257.75	253	-0.00
408325	1	258.00	253	0.00
408577	1	257.75	252	-0.00
408829	1	257.75	252	0.00
409081	1	257.00	252	-0.00
409334	1	257.00	253	0.00
409587	1	256.75	253	-0.00
409839	1	256.50	252	-0.00
410092	1	256.00	253	-0.00
410345	1	256.25	253	0.00
410597	1	255.50	252	-0.00
410850	1	255.00	253	-0.00
411102	1	255.50	252	0.00
411355	1	254.75	253	-0.00
411608	1	254.75	253	0.00
411859	1	254.50	251	-0.00
412112	1	254.00	253	-0.00
412365	1	254.25	253	0.00
412617	1	254.00	252	-0.00
412870	1	253.75	253	-0.00
413123	1	253.25	253	-0.00
413375	1	252.75	252	-0.00
413628	1	252.25	253	-0.00
413880	1	252.75	252	0.00
414133	1	252.50	253	-0.00
414386	1	252.00	253	-0.00
414638	1	251.75	252	-0.00
414891	1	251.50	253	-0.00
415143	1	251.00	252	-0.00
415395	1	251.00	252	0.00
415648	1	251.00	253	0.00
415900	1	250.75	252	-0.00
416153	1	250.50	253	-0.00
416406	1	249.75	253	-0.00
416658	1	249.50	252	-0.00
416911	1	249.50	253	0.00
417164	1	249.50	253	0.00
417416	1	249.25	252	-0.00
417669	1	248.50	253	-0.00
417921	1	248.75	252	0.00
418173	1	248.50	252	-0.00
418426	1	248.25	253	-0.00
418678	1	247.50	252	-0.00
418931	1	247.50	253	0.00
419183	1	247.00	252	-0.00
419436	1	247.00	253	0.00
419689	1	246.75	253	-0.00
419941	1	246.50	252	-0.00
420194	1	245.75	253	-0.00
420447	1	246.25	253	0.00
420699	1	245.75	252	-0.00
420952	1	245.50	253	-0.00
421204	1	245.25	252	-0.00
421456	1	244.75	252	-0.00
421709	1	245.25	253	0.00
421961	1	244.75	252	-0.00
422214	1	244.50	253	-0.00
422467	1	244.25	253	-0.00
422719	1	244.25	252	0.00
422972	1	243.75	253	-0.00
423225	1	243.75	253	0.00
423477	1	243.25	252	-0.00
423730	1	243.00	253	-0.00
423982	1	242.75	252	-0.00
424235	1	242.25	253	-0.00
424487	1	241.75	252	-0.00
424739	1	242.00	252	0.00
424992	1	241.75	253	-0.00
425245	1	241.50	253	-0.00
425497	1	241.00	252	-0.00
425750	1	241.00	253	0.00
426002	1	240.75	252	-0.00
426255	1	240.25	253	-0.00
426508	1	240.25	253	0.00
426760	1	239.75	252	-0.00
427013	1	239.50	253	-0.00
427266	1	239.75	253	0.00
427517	1	239.25	251	-0.00
427770	1	239.00	253	-0.00
428022	1	239.00	252	0.00
428275	1	239.00	253	0.00
428528	1	238.50	253	-0.00
428780	1	238.50	252	0.00
429033	1	238.00	253	-0.00
429285	1	238.00	252	0.00
429538	1	237.50	253	-0.00
429791	1	237.25	253	-0.00
430043	1	237.00	252	-0.00
430296	1	237.00	253	0.00
430548	1	236.75	252	-0.00
430800	1	236.25	252	-0.00
431053	1	235.75	253	-0.00
431305	1	236.00	252	0.00
431558	1	235.75	253	-0.00
431811	1	235.50	253	-0.00
432063	1	235.00	252	-0.00
432316	1	234.75	253	-0.00
432569	1	234.75	253	0.00
432821	1	234.25	252	-0.00
433074	1	234.00	253	-0.00
433326	1	234.00	252	0.00
433579	1	233.75	253	-0.00
433831	1	233.50	252	-0.00
434083	1	233.25	252	-0.00
434336	1	232.75	253	-0.00
434589	1	232.75	253	0.00
434841	1	232.75	252	0.00
435094	1	232.50	253	-0.00
435346	1	232.25	252	-0.00
435599	1	231.75	253	-0.00
435852	1	231.75	253	0.00
436104	1	231.50	252	-0.00
436357	1	231.50	253	0.00
436610	1	231.25	253	-0.00
436861	1	230.50	251	-0.00
437114	1	230.50	253	0.00
437366	1	230.50	252	0.00
437619	1	230.00	253	-0.00
437872	1	229.50	253	-0.00
438124	1	229.25	252	-0.00
438377	1	229.75	253	0.00
438630	1	229.25	253	-0.00
438882	1	229.00	252	-0.00
439135	1	228.75	253	-0.00
439387	1	228.75	252	0.00
439640	1	228.25	253	-0.00
439892	1	227.25	252	-0.00
440144	1	227.75	252	0.00
440397	1	227.75	253	0.00
440650	1	227.25	253	-0.00
440902	1	227.00	252	-0.00
441155	1	227.25	253	0.00
441407	1	226.75	252	-0.00
441660	1	226.50	253	-0.00
441913	1	226.25	253	-0.00
442165	1	225.75	252	-0.00
442418	1	225.50	253	-0.00
442671	1	225.00	253	-0.00
442923	1	225.50	252	0.00
443175	1	224.75	252	-0.00
443428	1	224.75	253	0.00
443680	1	224.00	252	-0.00
443933	1	224.25	253	0.00
444185	1	224.00	252	-0.00
444438	1	224.00	253	0.00
444691	1	223.50	253	-0.00
444943	1	223.00	252	-0.00
445196	1	223.00	253	0.00
445448	1	222.75	252	-0.00
445701	1	222.50	253	-0.00
445954	1	222.50	253	0.00
446205	1	222.25	251	-0.00
446458	1	221.50	253	-0.00
446711	1	221.75	253	0.00
446963	1	221.50	252	-0.00
447216	1	221.25	253	-0.00
447468	1	221.25	252	0.00
447721	1	220.75	253	-0.00
447974	1	220.50	253	-0.00
448226	1	220.75	252	0.00
448479	1	220.25	253	-0.00
448732	1	220.25	253	0.00
448984	1	219.50	252	-0.00
449236	1	219.50	252	0.00
449488	1	219.25	252	-0.00
449741	1	219.25	253	0.00
449994	1	219.00	253	-0.00
450246	1	218.75	252	-0.00
450499	1	218.75	253	0.00
450752	1	218.25	253	-0.00
451004	1	218.25	252	0.00
451257	1	217.75	253	-0.00
451509	1	217.75	252	0.00
451762	1	217.25	253	-0.00
452015	1	217.25	253	0.00
452267	1	216.50	252	-0.00
452519	1	217.00	252	0.00
452772	1	216.50	253	-0.00
453024	1	216.50	252	0.00
