[Starting] Opening the serial port - COM14
[Info] Opened the serial port - COM14
---BEGIN---
TIME	INPUT	OUTPUT	TS	GRADIENT
453277	1	216.00	253	-0.00
453529	1	215.75	252	-0.00
453782	1	215.75	253	0.00
454035	1	215.50	253	-0.00
454287	1	215.25	252	-0.00
454540	1	214.75	253	-0.00
454793	1	214.50	253	-0.00
455045	1	214.75	252	0.00
455298	1	214.25	253	-0.00
455549	1	213.75	251	-0.00
455802	1	214.00	253	0.00
456055	1	213.75	253	-0.00
456307	1	213.00	252	-0.00
456560	1	213.25	253	0.00
456813	1	213.25	253	0.00
457065	1	212.50	252	-0.00
457318	1	212.50	253	0.00
457570	1	212.50	252	0.00
457823	1	212.50	253	0.00
458076	1	211.75	253	-0.00
458328	1	211.25	252	-0.00
458580	1	211.25	252	0.00
458832	1	211.50	252	0.00
459085	1	210.50	253	-0.00
459338	1	210.50	253	0.00
459590	1	210.50	252	0.00
459843	1	210.25	253	-0.00
460096	1	210.50	253	0.00
460348	1	209.75	252	-0.00
460601	1	210.00	253	0.00
460853	1	209.75	252	-0.00
461106	1	209.50	253	-0.00
461359	1	209.00	253	-0.00
461611	1	209.00	252	0.00
461863	1	208.75	252	-0.00
462116	1	208.50	253	-0.00
462368	1	208.50	252	0.00
462621	1	208.25	253	-0.00
462873	1	208.25	252	0.00
463126	1	207.75	253	-0.00
463379	1	207.50	253	-0.00
463631	1	207.25	252	-0.00
463884	1	207.00	253	-0.00
464137	1	207.00	253	0.00
464389	1	206.25	252	-0.00
464642	1	206.25	253	0.00
464893	1	206.00	251	-0.00
465146	1	206.00	253	0.00
465399	1	205.75	253	-0.00
465651	1	205.50	252	-0.00
465904	1	205.50	253	0.00
466156	1	205.25	252	-0.00
466409	1	205.00	253	-0.00
466662	1	204.75	253	-0.00
466914	1	204.50	252	-0.00
467167	1	204.50	253	0.00
467420	1	204.25	253	-0.00
467672	1	204.00	252	-0.00
467924	1	203.50	252	-0.00
468176	1	203.50	252	0.00
468429	1	203.25	253	-0.00
468682	1	203.00	253	-0.00
468934	1	202.50	252	-0.00
469187	1	202.75	253	0.00
469440	1	202.50	253	-0.00
469692	1	202.50	252	0.00
469945	1	202.25	253	-0.00
470197	1	201.75	252	-0.00
470450	1	201.75	253	0.00
470703	1	201.75	253	0.00
470955	1	201.25	252	-0.00
471207	1	201.25	252	0.00
471460	1	201.00	253	-0.00
471712	1	200.50	252	-0.00
471965	1	200.25	253	-0.00
472217	1	200.25	252	0.00
472470	1	200.25	253	0.00
472723	1	200.00	253	-0.00
472975	1	200.00	252	0.00
473228	1	199.50	253	-0.00
473481	1	199.25	253	-0.00
473733	1	199.00	252	-0.00
473986	1	198.75	253	-0.00
474237	1	198.00	251	-0.00
474490	1	198.50	253	0.00
474743	1	198.50	253	0.00
474995	1	197.75	252	-0.00
475248	1	197.75	253	0.00
475500	1	197.25	252	-0.00
475753	1	197.50	253	0.00
476006	1	197.25	253	-0.00
476258	1	197.00	252	-0.00
476511	1	196.75	253	-0.00
476764	1	196.75	253	0.00
477016	1	196.00	252	-0.00
477268	1	196.25	252	0.00
477521	1	196.00	253	-0.00
477773	1	195.75	252	-0.00
478026	1	195.50	253	-0.00
478278	1	195.25	252	-0.00
478531	1	195.25	253	0.00
478784	1	195.00	253	-0.00
479036	1	195.00	252	0.00
479289	1	194.75	253	-0.00
479541	1	194.25	252	-0.00
479794	1	194.00	253	-0.00
480047	1	194.00	253	0.00
480299	1	193.50	252	-0.00
480551	1	193.25	252	-0.00
480804	1	193.50	253	0.00
481056	1	193.00	252	-0.00
481309	1	193.25	253	0.00
481562	1	192.50	253	-0.00
481814	1	192.50	252	0.00
482067	1	192.75	253	0.00
482319	1	192.25	252	-0.00
482572	1	192.00	253	-0.00
482825	1	191.50	253	-0.00
483077	1	191.75	252	0.00
483330	1	191.25	253	-0.00
483582	1	190.75	252	-0.00
483834	1	191.25	252	0.00
484087	1	191.00	253	-0.00
484339	1	190.25	252	-0.00
484592	1	190.50	253	0.00
484845	1	190.25	253	-0.00
485097	1	190.25	252	0.00
485350	1	190.00	253	-0.00
485603	1	189.75	253	-0.00
485855	1	189.50	252	-0.00
486108	1	189.00	253	-0.00
486360	1	189.00	252	0.00
486612	1	189.00	252	0.00
486865	1	189.00	253	0.00
487117	1	188.50	252	-0.00
487370	1	188.00	253	-0.00
487622	1	188.25	252	0.00
487875	1	188.00	253	-0.00
488128	1	187.75	253	-0.00
488380	1	187.00	252	-0.00
488633	1	187.00	253	0.00
488886	1	187.00	253	0.00
489138	1	187.00	252	0.00
489391	1	186.75	253	-0.00
489643	1	186.50	252	-0.00
489895	1	186.25	252	-0.00
490148	1	186.00	253	-0.00
490400	1	186.00	252	0.00
490653	1	185.75	253	-0.00
490906	1	185.50	253	-0.00
491158	1	185.25	252	-0.00
491411	1	185.25	253	0.00
491663	1	185.25	252	0.00
491916	1	184.50	253	-0.00
492169	1	184.75	253	0.00
492421	1	184.25	252	-0.00
492674	1	184.25	253	0.00
492925	1	184.00	251	-0.00
493178	1	183.75	253	-0.00
493431	1	183.25	253	-0.00
493683	1	183.50	252	0.00
493936	1	183.25	253	-0.00
494189	1	182.50	253	-0.00
494441	1	182.75	252	0.00
494694	1	182.75	253	0.00
494947	1	182.50	253	-0.00
495199	1	182.25	252	-0.00
495452	1	182.00	253	-0.00
495704	1	182.00	252	0.00
495956	1	181.75	252	-0.00
496209	1	181.50	253	-0.00
496461	1	181.25	252	-0.00
496714	1	181.00	253	-0.00
496967	1	181.00	253	0.00
497219	1	180.75	252	-0.00
497472	1	180.25	253	-0.00
497724	1	180.25	252	0.00
497977	1	180.00	253	-0.00
498230	1	179.75	253	-0.00
498482	1	179.75	252	0.00
498735	1	179.50	253	-0.00
498987	1	179.50	252	0.00
499239	1	179.25	252	-0.00
499492	1	179.00	253	-0.00
499744	1	178.75	252	-0.00
499997	1	178.50	253	-0.00
500250	1	178.75	253	0.00
500502	1	178.25	252	-0.00
500755	1	178.00	253	-0.00
501008	1	178.00	253	0.00
501260	1	177.50	252	-0.00
501513	1	177.25	253	-0.00
501765	1	177.50	252	0.00
502018	1	177.00	253	-0.00
502270	1	177.00	252	0.00
502522	1	177.00	252	0.00
502775	1	176.50	253	-0.00
503027	1	176.25	252	-0.00
503280	1	176.25	253	0.00
503533	1	176.25	253	0.00
503785	1	175.75	252	-0.00
504038	1	176.25	253	0.00
504291	1	175.25	253	-0.00
504543	1	175.50	252	0.00
504796	1	175.25	253	-0.00
505048	1	175.00	252	-0.00
505300	1	174.75	252	-0.00
505553	1	174.50	253	-0.00
505805	1	174.75	252	0.00
506058	1	174.25	253	-0.00
506311	1	174.00	253	-0.00
506563	1	174.00	252	0.00
506816	1	173.50	253	-0.00
507068	1	173.50	252	0.00
507321	1	173.25	253	-0.00
507574	1	173.25	253	0.00
507826	1	173.00	252	-0.00
508079	1	172.50	253	-0.00
508332	1	172.75	253	0.00
508583	1	172.50	251	-0.00
508836	1	172.25	253	-0.00
509088	1	172.00	252	-0.00
509341	1	172.00	253	0.00
509594	1	171.75	253	-0.00
509846	1	171.50	252	-0.00
510099	1	171.50	253	0.00
510352	1	171.50	253	0.00
510604	1	171.25	252	-0.00
510857	1	171.00	253	-0.00
511109	1	170.50	252	-0.00
511362	1	170.50	253	0.00
511614	1	170.00	252	-0.00
511866	1	170.00	252	0.00
512119	1	170.00	253	0.00
512371	1	170.00	252	0.00
512624	1	169.75	253	-0.00
512877	1	169.50	253	-0.00
513129	1	169.50	252	0.00
513382	1	169.25	253	-0.00
513635	1	169.25	253	0.00
513887	1	169.00	252	-0.00
514140	1	168.75	253	-0.00
514392	1	168.50	252	-0.00
514644	1	168.50	252	0.00
514897	1	168.00	253	-0.00
515149	1	168.00	252	0.00
515402	1	167.75	253	-0.00
515654	1	167.50	252	-0.00
515907	1	167.50	253	0.00
516160	1	167.25	253	-0.00
516412	1	166.75	252	-0.00
516665	1	167.00	253	0.00
516918	1	166.75	253	-0.00
517170	1	166.75	252	0.00
517423	1	166.50	253	-0.00
517675	1	166.50	252	0.00
517927	1	165.75	252	-0.00
518180	1	165.75	253	0.00
518432	1	166.25	252	0.00
518685	1	165.75	253	-0.00
518938	1	165.50	253	-0.00
519190	1	165.25	252	-0.00
519443	1	164.50	253	-0.00
519695	1	165.25	252	0.00
519948	1	165.25	253	0.00
520201	1	164.75	253	-0.00
520453	1	164.75	252	0.00
520706	1	164.75	253	0.00
520958	1	164.50	252	-0.00
521210	1	163.75	252	-0.00
521463	1	163.75	253	0.00
521715	1	163.75	252	0.00
521968	1	163.75	253	0.00
522221	1	163.50	253	-0.00
522473	1	163.50	252	0.00
522726	1	163.25	253	-0.00
522978	1	163.00	252	-0.00
523231	1	163.00	253	0.00
523484	1	163.00	253	0.00
523736	1	162.25	252	-0.00
523988	1	162.25	252	0.00
524240	1	162.00	252	-0.00
524493	1	161.75	253	-0.00
524746	1	162.00	253	0.00
524998	1	162.00	252	0.00
525251	1	161.75	253	-0.00
525504	1	161.75	253	0.00
525756	1	161.25	252	-0.00
526009	1	160.75	253	-0.00
526261	1	160.25	252	-0.00
526514	1	160.50	253	0.00
526767	1	160.25	253	-0.00
527019	1	160.50	252	0.00
527271	1	160.00	252	-0.00
527524	1	160.00	253	0.00
527776	1	159.75	252	-0.00
528029	1	160.00	253	0.00
528281	1	159.50	252	-0.00
528534	1	159.00	253	-0.00
528787	1	159.25	253	0.00
529039	1	158.50	252	-0.00
529292	1	158.75	253	0.00
529545	1	158.25	253	-0.00
529797	1	158.00	252	-0.00
530050	1	158.50	253	0.00
530302	1	157.50	252	-0.00
530554	1	158.00	252	0.00
530807	1	158.00	253	0.00
531059	1	157.75	252	-0.00
531312	1	157.50	253	-0.00
531565	1	157.50	253	0.00
531817	1	157.00	252	-0.00
532070	1	157.00	253	0.00
532322	1	156.50	252	-0.00
532575	1	156.50	253	0.00
532828	1	156.75	253	0.00
533080	1	156.25	252	-0.00
533332	1	156.25	252	0.00
533585	1	155.75	253	-0.00
533837	1	156.00	252	0.00
534090	1	155.00	253	-0.00
534342	1	155.75	252	0.00
534595	1	155.25	253	-0.00
534848	1	155.25	253	0.00
535100	1	155.25	252	0.00
535353	1	155.25	253	0.00
535606	1	155.00	253	-0.00
535858	1	154.25	252	-0.00
536111	1	154.25	253	0.00
536363	1	153.75	252	-0.00
536615	1	154.00	252	0.00
536868	1	153.50	253	-0.00
537120	1	153.75	252	0.00
537373	1	153.75	253	0.00
537626	1	153.50	253	-0.00
537878	1	153.25	252	-0.00
538131	1	153.00	253	-0.00
538383	1	153.00	252	0.00
538636	1	152.75	253	-0.00
538889	1	152.50	253	-0.00
539141	1	152.25	252	-0.00
539394	1	152.25	253	0.00
539646	1	152.00	252	-0.00
539898	1	151.75	252	-0.00
540151	1	152.00	253	0.00
540403	1	151.75	252	-0.00
540656	1	151.75	253	0.00
540909	1	151.25	253	-0.00
541161	1	151.00	252	-0.00
541414	1	150.75	253	-0.00
541667	1	151.00	253	0.00
541919	1	151.00	252	0.00
542172	1	150.75	253	-0.00
542424	1	150.50	252	-0.00
542676	1	150.75	252	0.00
542929	1	150.75	253	0.00
543181	1	149.50	252	-0.00
543434	1	149.50	253	0.00
543686	1	149.75	252	0.00
543939	1	149.75	253	0.00
544192	1	149.50	253	-0.00
544444	1	149.50	252	0.00
544697	1	149.25	253	-0.00
544950	1	148.50	253	-0.00
545202	1	148.50	252	0.00
545455	1	148.75	253	0.00
545707	1	148.50	252	-0.00
545959	1	148.00	252	-0.00
546212	1	147.75	253	-0.00
546464	1	148.00	252	0.00
546717	1	148.00	253	0.00
546970	1	147.75	253	-0.00
547222	1	147.50	252	-0.00
547475	1	147.50	253	0.00
547727	1	147.25	252	-0.00
547980	1	147.25	253	0.00
548233	1	147.00	253	-0.00
548485	1	146.25	252	-0.00
548738	1	146.75	253	0.00
548990	1	146.00	252	-0.00
549242	1	146.25	252	0.00
549495	1	146.50	253	0.00
549747	1	145.75	252	-0.00
550000	1	146.00	253	0.00
550253	1	145.50	253	-0.00
550505	1	145.00	252	-0.00
550758	1	145.25	253	0.00
551011	1	145.50	253	0.00
551263	1	145.25	252	-0.00
551516	1	145.25	253	0.00
551768	1	144.75	252	-0.00
552020	1	144.75	252	0.00
552273	1	144.75	253	0.00
552525	1	144.75	252	0.00
552778	1	144.00	253	-0.00
553031	1	143.75	253	-0.00
553283	1	144.25	252	0.00
553536	1	144.25	253	0.00
553788	1	143.25	252	-0.00
554041	1	143.75	253	0.00
554294	1	143.00	253	-0.00
554546	1	143.50	252	0.00
554799	1	143.25	253	-0.00
555052	1	143.00	253	-0.00
555303	1	143.00	251	0.00
555556	1	142.75	253	-0.00
555808	1	142.75	252	0.00
556061	1	142.25	253	-0.00
556314	1	142.00	253	-0.00
556566	1	142.00	252	0.00
556819	1	142.25	253	0.00
557072	1	141.75	253	-0.00
557324	1	141.25	252	-0.00
557577	1	141.25	253	0.00
557829	1	141.25	252	0.00
558082	1	141.00	253	-0.00
558334	1	141.25	252	0.00
558586	1	141.00	252	-0.00
558839	1	140.25	253	-0.00
559092	1	141.00	253	0.00
559344	1	140.50	252	-0.00
559597	1	140.75	253	0.00
559849	1	139.75	252	-0.00
560102	1	140.25	253	0.00
560355	1	139.75	253	-0.00
560607	1	139.75	252	0.00
560860	1	139.50	253	-0.00
561113	1	139.50	253	0.00
561364	1	139.25	251	-0.00
561617	1	139.00	253	-0.00
561869	1	138.75	252	-0.00
562122	1	139.00	253	0.00
562375	1	139.00	253	0.00
562627	1	138.25	252	-0.00
562880	1	138.75	253	0.00
563133	1	138.00	253	-0.00
563385	1	138.25	252	0.00
563638	1	137.75	253	-0.00
563890	1	138.00	252	0.00
564143	1	137.50	253	-0.00
564396	1	138.00	253	0.00
564647	1	137.50	251	-0.00
564900	1	137.50	253	0.00
565153	1	137.50	253	0.00
565405	1	137.00	252	-0.00
565658	1	137.00	253	0.00
565910	1	136.50	252	-0.00
566163	1	136.00	253	-0.00
566416	1	136.25	253	0.00
566668	1	136.25	252	0.00
566921	1	136.50	253	0.00
567173	1	136.00	252	-0.00
567426	1	136.00	253	0.00
567678	1	135.75	252	-0.00
567930	1	135.75	252	0.00
568183	1	135.50	253	-0.00
568436	1	135.50	253	0.00
568688	1	135.25	252	-0.00
568941	1	135.25	253	0.00
569193	1	135.25	252	0.00
569446	1	135.00	253	-0.00
569699	1	135.00	253	0.00
569951	1	134.25	252	-0.00
570204	1	134.50	253	0.00
570456	1	134.75	252	0.00
570708	1	133.75	252	-0.00
570961	1	134.00	253	0.00
571213	1	134.25	252	0.00
571466	1	133.50	253	-0.00
571719	1	133.75	253	0.00
571971	1	133.50	252	-0.00
572224	1	133.25	253	-0.00
572477	1	133.50	253	0.00
572729	1	133.25	252	-0.00
572982	1	132.75	253	-0.00
573234	1	133.25	252	0.00
573487	1	132.75	253	-0.00
573740	1	133.00	253	0.00
573991	1	132.50	251	-0.00
574244	1	132.50	253	0.00
574497	1	132.50	253	0.00
574749	1	132.50	252	0.00
575002	1	132.00	253	-0.00
575254	1	132.00	252	0.00
575507	1	132.00	253	0.00
575760	1	131.25	253	-0.00
576012	1	131.50	252	0.00
576265	1	131.75	253	0.00
576517	1	131.25	252	-0.00
576770	1	131.00	253	-0.00
577022	1	130.75	252	-0.00
577274	1	130.25	252	-0.00
577527	1	130.75	253	0.00
577780	1	130.25	253	-0.00
578032	1	130.50	252	0.00
578285	1	130.50	253	0.00
578537	1	129.75	252	-0.00
578790	1	129.50	253	-0.00
579043	1	130.00	253	0.00
579295	1	130.00	252	0.00
579548	1	129.50	253	-0.00
579801	1	129.50	253	0.00
580052	1	129.00	251	-0.00
580305	1	129.50	253	0.00
580557	1	129.00	252	-0.00
580810	1	128.50	253	-0.00
581063	1	128.75	253	0.00
581315	1	128.75	252	0.00
581568	1	128.75	253	0.00
581820	1	128.75	252	0.00
582073	1	128.50	253	-0.00
582326	1	128.25	253	-0.00
582578	1	128.00	252	-0.00
582831	1	128.25	253	0.00
583084	1	127.50	253	-0.00
583335	1	127.50	251	0.00
583588	1	127.75	253	0.00
583840	1	127.00	252	-0.00
584093	1	127.25	253	0.00
584346	1	127.50	253	0.00
584598	1	127.00	252	-0.00
584851	1	126.75	253	-0.00
585104	1	126.75	253	0.00
585356	1	126.50	252	-0.00
585609	1	126.50	253	0.00
585861	1	126.50	252	0.00
586114	1	126.00	253	-0.00
586366	1	126.25	252	0.00
586618	1	126.25	252	0.00
586871	1	125.50	253	-0.00
587124	1	125.75	253	0.00
587376	1	125.50	252	-0.00
587629	1	125.50	253	0.00
587881	1	125.25	252	-0.00
588134	1	125.25	253	0.00
588387	1	125.25	253	0.00
588639	1	125.25	252	0.00
588892	1	125.25	253	0.00
589144	1	125.00	252	-0.00
589396	1	124.75	252	-0.00
589649	1	124.50	253	-0.00
589901	1	123.75	252	-0.00
590154	1	124.25	253	0.00
590407	1	124.25	253	0.00
590659	1	124.50	252	0.00
590912	1	123.50	253	-0.00
591164	1	123.50	252	0.00
591417	1	123.50	253	0.00
591670	1	123.25	253	-0.00
591922	1	123.25	252	0.00
592175	1	123.75	253	0.00
592427	1	122.75	252	-0.00
592679	1	123.00	252	0.00
592932	1	122.75	253	-0.00
593184	1	122.50	252	-0.00
593437	1	123.00	253	0.00
593690	1	122.75	253	-0.00
593942	1	122.25	252	-0.00
594195	1	122.00	253	-0.00
594448	1	122.50	253	0.00
594700	1	122.00	252	-0.00
594953	1	121.50	253	-0.00
595205	1	121.75	252	0.00
595458	1	121.75	253	0.00
595710	1	121.50	252	-0.00
595962	1	121.75	252	0.00
596215	1	121.00	253	-0.00
596468	1	121.25	253	0.00
596720	1	121.00	252	-0.00
596973	1	121.00	253	0.00
597225	1	120.75	252	-0.00
597478	1	121.00	253	0.00
597731	1	120.00	253	-0.00
597983	1	120.50	252	0.00
598236	1	120.00	253	-0.00
598488	1	120.00	252	0.00
598740	1	119.75	252	-0.00
598993	1	120.25	253	0.00
599245	1	120.00	252	-0.00
599498	1	119.75	253	-0.00
599751	1	119.75	253	0.00
600003	1	119.50	252	-0.00
600256	1	119.25	253	-0.00
600508	1	119.25	252	0.00
600761	1	118.75	253	-0.00
601014	1	119.00	253	0.00
601266	1	118.75	252	-0.00
601519	1	119.00	253	0.00
601772	1	118.25	253	-0.00
602023	1	118.50	251	0.00
602276	1	118.50	253	0.00
602528	1	118.25	252	-0.00
602781	1	118.25	253	0.00
603034	1	118.25	253	0.00
603286	1	118.00	252	-0.00
603539	1	117.75	253	-0.00
603792	1	117.75	253	0.00
604044	1	117.50	252	-0.00
604297	1	117.75	253	0.00
604549	1	117.75	252	0.00
604802	1	117.00	253	-0.00
605054	1	117.50	252	0.00
605306	1	116.75	252	-0.00
605559	1	116.50	253	-0.00
605812	1	117.00	253	0.00
606064	1	116.75	252	-0.00
606317	1	116.50	253	-0.00
606569	1	116.00	252	-0.00
606822	1	116.00	253	0.00
607075	1	116.25	253	0.00
607327	1	116.25	252	0.00
607580	1	115.75	253	-0.00
607833	1	115.75	253	0.00
608084	1	115.75	251	0.00
608337	1	115.25	253	-0.00
608589	1	115.75	252	0.00
608842	1	115.00	253	-0.00
609095	1	114.75	253	-0.00
609347	1	115.00	252	0.00
609600	1	115.00	253	0.00
609853	1	115.00	253	0.00
610105	1	114.75	252	-0.00
610358	1	115.00	253	0.00
610610	1	115.25	252	0.00
610863	1	114.75	253	-0.00
611116	1	114.25	253	-0.00
611367	1	114.25	251	0.00
611620	1	114.50	253	0.00
611873	1	114.00	253	-0.00
612125	1	114.25	252	0.00
612378	1	113.75	253	-0.00
612630	1	113.50	252	-0.00
612883	1	113.75	253	0.00
613136	1	113.50	253	-0.00
613388	1	113.00	252	-0.00
613641	1	113.50	253	0.00
613894	1	112.75	253	-0.00
614146	1	113.25	252	0.00
614398	1	113.00	252	-0.00
614650	1	112.75	252	-0.00
614903	1	112.75	253	0.00
615156	1	112.75	253	0.00
615408	1	112.50	252	-0.00
615661	1	112.75	253	0.00
615914	1	112.25	253	-0.00
616166	1	112.00	252	-0.00
616419	1	111.75	253	-0.00
616671	1	111.50	252	-0.00
616924	1	112.00	253	0.00
617177	1	112.00	253	0.00
617428	1	111.75	251	-0.00
617681	1	111.75	253	0.00
617934	1	111.50	253	-0.00
618186	1	111.50	252	0.00
618439	1	111.00	253	-0.00
618691	1	110.75	252	-0.00
618944	1	111.00	253	0.00
619197	1	110.50	253	-0.00
619449	1	111.00	252	0.00
619702	1	111.00	253	0.00
619954	1	110.75	252	-0.00
620207	1	110.50	253	-0.00
620460	1	110.00	253	-0.00
620711	1	110.50	251	0.00
620964	1	110.25	253	-0.00
621217	1	110.00	253	-0.00
621469	1	109.75	252	-0.00
621722	1	110.25	253	0.00
621975	1	109.75	253	-0.00
622227	1	109.75	252	0.00
622480	1	109.25	253	-0.00
622732	1	109.00	252	-0.00
622985	1	109.50	253	0.00
623238	1	109.50	253	0.00
623490	1	109.25	252	-0.00
623742	1	108.75	252	-0.00
623995	1	109.00	253	0.00
624247	1	109.00	252	0.00
624500	1	108.50	253	-0.00
624752	1	108.75	252	0.00
625005	1	108.50	253	-0.00
625258	1	108.50	253	0.00
625510	1	108.50	252	0.00
625763	1	108.25	253	-0.00
626015	1	107.75	252	-0.00
626268	1	108.25	253	0.00
626521	1	107.75	253	-0.00
626772	1	107.75	251	0.00
627025	1	107.75	253	0.00
627278	1	107.50	253	-0.00
627530	1	107.50	252	0.00
627783	1	107.50	253	0.00
628035	1	107.25	252	-0.00
628288	1	107.25	253	0.00
628541	1	107.25	253	0.00
628793	1	107.00	252	-0.00
629046	1	107.00	253	0.00
629298	1	106.75	252	-0.00
629551	1	106.75	253	0.00
629804	1	106.75	253	0.00
630055	1	106.50	251	-0.00
630308	1	106.50	253	0.00
630561	1	106.25	253	-0.00
630813	1	106.25	252	0.00
631066	1	106.00	253	-0.00
631318	1	106.00	252	0.00
631571	1	106.00	253	0.00
631824	1	105.75	253	-0.00
632076	1	105.75	252	0.00
632329	1	105.75	253	0.00
632581	1	105.50	252	-0.00
632834	1	105.00	253	-0.00
633086	1	105.25	252	0.00
633338	1	105.00	252	-0.00
633591	1	105.00	253	0.00
633844	1	105.00	253	0.00
634096	1	104.75	252	-0.00
634349	1	104.75	253	0.00
634601	1	104.75	252	0.00
634854	1	104.50	253	-0.00
635107	1	104.50	253	0.00
635359	1	104.00	252	-0.00
635612	1	104.25	253	0.00
635864	1	104.25	252	0.00
636116	1	104.25	252	0.00
636369	1	104.00	253	-0.00
636621	1	104.00	252	0.00
636874	1	103.75	253	-0.00
637127	1	103.50	253	-0.00
637379	1	103.50	252	0.00
637632	1	103.50	253	0.00
637884	1	103.50	252	0.00
638137	1	103.25	253	-0.00
638390	1	102.75	253	-0.00
638642	1	103.25	252	0.00
638895	1	102.00	253	-0.00
639148	1	102.75	253	0.00
639399	1	102.50	251	-0.00
639652	1	102.75	253	0.00
639904	1	102.75	252	0.00
640157	1	102.50	253	-0.00
640410	1	102.25	253	-0.00
640662	1	102.50	252	0.00
640915	1	102.25	253	-0.00
641168	1	102.25	253	0.00
641420	1	101.50	252	-0.00
641673	1	102.00	253	0.00
641925	1	101.50	252	-0.00
642178	1	101.75	253	0.00
642430	1	101.50	252	-0.00
642682	1	101.75	252	0.00
642935	1	101.50	253	-0.00
643188	1	101.25	253	-0.00
643440	1	101.25	252	0.00
643693	1	101.00	253	-0.00
643945	1	101.00	252	0.00
644198	1	100.75	253	-0.00
644451	1	100.50	253	-0.00
644703	1	101.00	252	0.00
644956	1	100.75	253	-0.00
645209	1	100.50	253	-0.00
645460	1	100.25	251	-0.00
645713	1	100.25	253	0.00
645965	1	100.50	252	0.00
646218	1	100.25	253	-0.00
646471	1	100.25	253	0.00
646723	1	100.25	252	0.00
646976	1	100.00	253	-0.00
647229	1	100.00	253	0.00
647481	1	99.75	252	-0.00
647734	1	99.75	253	0.00
647986	1	99.50	252	-0.00
648239	1	99.25	253	-0.00
648491	1	99.00	252	-0.00
648743	1	99.25	252	0.00
648996	1	99.00	253	-0.00
649248	1	99.25	252	0.00
649501	1	99.00	253	-0.00
649753	1	99.00	252	0.00
650006	1	98.75	253	-0.00
650259	1	98.75	253	0.00
650511	1	98.75	252	0.00
650764	1	98.50	253	-0.00
651016	1	98.50	252	0.00
651269	1	97.75	253	-0.00
651521	1	98.25	252	0.00
651773	1	98.25	252	0.00
652026	1	98.00	253	-0.00
652278	1	98.00	252	0.00
652531	1	98.00	253	0.00
652783	1	98.00	252	0.00
653036	1	97.75	253	-0.00
653288	1	97.75	252	0.00
653541	1	97.25	253	-0.00
653793	1	97.25	252	0.00
654046	1	96.75	253	-0.00
654299	1	97.25	253	0.00
654551	1	97.00	252	-0.00
654803	1	97.25	252	0.00
655055	1	97.00	252	-0.00
655308	1	97.00	253	0.00
655561	1	97.00	253	0.00
655813	1	96.75	252	-0.00
656066	1	96.75	253	0.00
656318	1	96.50	252	-0.00
656571	1	96.50	253	0.00
656823	1	96.25	252	-0.00
657076	1	96.25	253	0.00
657329	1	96.25	253	0.00
657581	1	96.25	252	0.00
657833	1	96.00	252	-0.00
658085	1	96.00	252	0.00
658338	1	96.00	253	0.00
658590	1	95.75	252	-0.00
658843	1	95.75	253	0.00
659095	1	95.50	252	-0.00
659348	1	95.75	253	0.00
659601	1	95.50	253	-0.00
659853	1	95.50	252	0.00
660106	1	95.25	253	-0.00
660358	1	95.25	252	0.00
660611	1	95.25	253	0.00
660862	1	95.00	251	-0.00
661115	1	94.75	253	-0.00
661368	1	94.75	253	0.00
661620	1	94.75	252	0.00
661873	1	94.75	253	0.00
662125	1	94.50	252	-0.00
662378	1	94.50	253	0.00
662630	1	94.50	252	0.00
662883	1	93.75	253	-0.00
663136	1	94.25	253	0.00
663388	1	94.25	252	0.00
663641	1	94.25	253	0.00
663892	1	93.75	251	-0.00
664145	1	94.00	253	0.00
664397	1	93.50	252	-0.00
664650	1	93.75	253	0.00
664903	1	93.50	253	-0.00
665155	1	93.50	252	0.00
665408	1	93.75	253	0.00
665660	1	93.50	252	-0.00
665913	1	93.50	253	0.00
666166	1	92.75	253	-0.00
666418	1	93.25	252	0.00
666671	1	93.25	253	0.00
666923	1	93.00	252	-0.00
667175	1	92.50	252	-0.00
667427	1	93.00	252	0.00
667680	1	92.75	253	-0.00
667933	1	92.25	253	-0.00
668185	1	92.50	252	0.00
668438	1	92.25	253	-0.00
668690	1	92.00	252	-0.00
668943	1	92.25	253	0.00
669196	1	92.25	253	0.00
669448	1	92.25	252	0.00
669701	1	92.00	253	-0.00
669953	1	92.25	252	0.00
670205	1	91.00	252	-0.00
670457	1	91.75	252	0.00
670710	1	91.50	253	-0.00
670963	1	91.25	253	-0.00
671215	1	91.25	252	0.00
671468	1	91.25	253	0.00
671720	1	91.00	252	-0.00
671973	1	91.00	253	0.00
672225	1	90.75	252	-0.00
672478	1	91.25	253	0.00
672731	1	91.25	253	0.00
672983	1	90.75	252	-0.00
673235	1	90.50	252	-0.00
673487	1	90.50	252	0.00
673740	1	90.75	253	0.00
673992	1	90.75	252	0.00
674245	1	90.75	253	0.00
674498	1	90.50	253	-0.00
674750	1	90.50	252	0.00
675003	1	90.50	253	0.00
675255	1	90.25	252	-0.00
675508	1	90.25	253	0.00
675760	1	89.75	252	-0.00
676013	1	89.75	253	0.00
676265	1	90.00	252	0.00
676517	1	89.50	252	-0.00
676770	1	89.75	253	0.00
677022	1	89.50	252	-0.00
677275	1	89.00	253	-0.00
677528	1	89.25	253	0.00
677780	1	89.50	252	0.00
678033	1	89.25	253	-0.00
678285	1	89.50	252	0.00
678538	1	89.25	253	-0.00
678790	1	89.25	252	0.00
679043	1	89.00	253	-0.00
679296	1	89.25	253	0.00
679547	1	88.75	251	-0.00
