[Starting] Opening the serial port - COM14
[Info] Opened the serial port - COM14
---BEGIN---
TIME	INPUT	OUTPUT1	OUTPUT2	TS	GRADIENT
354672	1	432.50	38.63	536	0.00140
355210	1	433.25	38.69	538	0.00139
355746	1	434.00	38.75	536	0.00140
356284	1	434.50	38.75	538	0.00093
356820	1	435.75	38.88	536	0.00233
357357	1	436.50	38.94	537	0.00140
357895	1	437.25	38.94	538	0.00139
358431	1	438.25	39.00	536	0.00187
358969	1	439.00	39.06	538	0.00139
359505	1	440.00	39.13	536	0.00187
360043	1	441.00	39.19	538	0.00186
360580	1	441.50	39.25	537	0.00093
361117	1	442.25	39.31	537	0.00140
361654	1	443.00	39.44	537	0.00140
362191	1	444.00	39.44	537	0.00186
362729	1	444.75	39.56	538	0.00139
363266	1	445.25	39.63	537	0.00093
363803	1	446.00	39.69	537	0.00140
364340	1	446.75	39.75	537	0.00140
364877	1	447.25	39.81	537	0.00093
365415	1	448.25	39.88	538	0.00186
365953	1	448.75	39.94	538	0.00093
366489	1	449.25	40.00	536	0.00093
367027	1	449.75	40.06	538	0.00093
367564	1	450.75	40.13	537	0.00186
368101	1	451.00	40.13	537	0.00047
368638	1	451.50	40.19	537	0.00093
369176	1	453.00	40.19	538	0.00279
369714	1	453.00	40.25	538	0.00000
370250	1	453.50	40.31	536	0.00093
370788	1	454.25	40.38	538	0.00139
371325	1	454.75	40.44	537	0.00093
371863	1	455.50	40.56	538	0.00139
372401	1	455.50	40.63	538	0.00000
372938	1	456.25	40.63	537	0.00140
373476	1	456.50	40.69	538	0.00046
374012	1	457.25	40.75	536	0.00140
374550	1	457.50	40.81	538	0.00046
375088	1	457.75	40.88	538	0.00046
375625	1	458.00	40.94	537	0.00047
376163	1	458.25	41.00	538	0.00046
376700	1	459.00	41.06	537	0.00140
377238	1	459.50	41.13	538	0.00093
377776	1	459.25	41.13	538	-0.00046
378313	1	459.75	41.19	537	0.00093
378851	1	460.00	41.25	538	0.00046
379388	1	459.75	41.31	537	-0.00047
379926	1	460.00	41.31	538	0.00046
380464	1	460.75	41.44	538	0.00139
381001	1	461.00	41.44	537	0.00047
381539	1	461.25	41.50	538	0.00046
382076	1	461.25	41.50	537	0.00000
382614	1	461.50	41.56	538	0.00046
383152	1	461.50	41.63	538	0.00000
383690	1	461.75	41.69	538	0.00046
384228	1	461.75	41.75	538	0.00000
384765	1	461.75	41.75	537	0.00000
385303	1	461.50	41.88	538	-0.00046
385841	1	461.25	41.94	538	-0.00046
386379	1	461.75	42.00	538	0.00093
386917	1	461.75	42.06	538	0.00000
387454	1	461.50	42.13	537	-0.00047
387993	1	461.50	42.19	539	0.00000
388531	1	461.75	42.25	538	0.00046
389068	1	461.25	42.31	537	-0.00093
389607	1	461.50	42.38	539	0.00046
390145	1	461.25	42.44	538	-0.00046
390683	1	460.50	42.56	538	-0.00139
391221	1	461.00	42.63	538	0.00093
391759	1	460.50	42.69	538	-0.00093
392297	1	460.50	42.69	538	0.00000
392836	1	460.00	42.75	539	-0.00093
393373	1	459.50	42.81	537	-0.00093
393912	1	459.25	42.88	539	-0.00046
394449	1	459.25	42.94	537	0.00000
394988	1	458.75	43.00	539	-0.00093
395526	1	458.75	43.06	538	0.00000
396064	1	458.50	43.06	538	-0.00046
396603	1	458.00	43.13	539	-0.00093
397140	1	457.75	43.19	537	-0.00047
397679	1	457.25	43.25	539	-0.00093
398217	1	457.25	43.31	538	0.00000
398755	1	457.00	43.38	538	-0.00046
399294	1	456.50	43.38	539	-0.00093
399833	1	456.00	43.50	539	-0.00093
400370	1	455.75	43.50	537	-0.00047
400909	1	455.50	43.56	539	-0.00046
401447	1	455.25	43.63	538	-0.00046
401986	1	454.75	43.69	539	-0.00093
402524	1	454.00	43.75	538	-0.00139
403062	1	454.50	43.88	538	0.00093
403601	1	453.50	43.94	539	-0.00186
404140	1	453.50	44.00	539	0.00000
404678	1	453.00	44.06	538	-0.00093
405217	1	452.50	44.13	539	-0.00093
405755	1	452.50	44.25	538	0.00000
406294	1	451.75	44.31	539	-0.00139
406832	1	451.50	44.31	538	-0.00046
407370	1	451.00	44.38	538	-0.00093
407909	1	450.75	44.44	539	-0.00046
408448	1	450.50	44.50	539	-0.00046
408987	1	450.25	44.56	539	-0.00046
409526	1	449.75	44.56	539	-0.00093
410064	1	449.25	44.63	538	-0.00093
410603	1	449.00	44.69	539	-0.00046
411142	1	448.75	44.69	539	-0.00046
411680	1	448.25	44.75	538	-0.00093
412219	1	448.00	44.81	539	-0.00046
412758	1	447.25	44.88	539	-0.00139
413296	1	446.75	44.88	538	-0.00093
413835	1	446.25	45.00	539	-0.00093
414374	1	446.75	45.06	539	0.00093
414913	1	445.50	45.06	539	-0.00232
415452	1	445.50	45.19	539	0.00000
415990	1	445.25	45.19	538	-0.00046
416529	1	445.00	45.31	539	-0.00046
417069	1	444.50	45.31	540	-0.00093
417607	1	444.25	45.38	538	-0.00046
418146	1	443.75	45.44	539	-0.00093
418684	1	443.25	45.50	538	-0.00093
419224	1	442.75	45.50	540	-0.00093
419763	1	442.25	45.56	539	-0.00093
420301	1	442.00	45.56	538	-0.00046
420841	1	441.50	45.56	540	-0.00093
421380	1	441.00	45.56	539	-0.00093
421918	1	440.75	45.56	538	-0.00046
422458	1	440.25	45.63	540	-0.00093
422996	1	439.75	45.63	538	-0.00093
423536	1	438.75	45.69	540	-0.00185
424075	1	439.00	45.75	539	0.00046
424613	1	438.50	45.81	538	-0.00093
425153	1	438.25	45.81	540	-0.00046
425692	1	438.25	45.88	539	0.00000
426230	1	437.50	45.94	538	-0.00139
426770	1	436.75	45.94	540	-0.00139
427309	1	436.50	46.00	539	-0.00046
427847	1	436.00	46.00	538	-0.00093
428387	1	435.50	46.06	540	-0.00093
428925	1	435.00	46.13	538	-0.00093
429465	1	434.75	46.13	540	-0.00046
430004	1	434.50	46.19	539	-0.00046
430542	1	433.75	46.19	538	-0.00139
431082	1	433.50	46.25	540	-0.00046
431621	1	433.00	46.31	539	-0.00093
432160	1	431.75	46.31	539	-0.00232
432699	1	431.50	46.38	539	-0.00046
433239	1	431.25	46.44	540	-0.00046
433777	1	431.25	46.50	538	0.00000
434317	1	430.75	46.50	540	-0.00093
434855	1	430.00	46.56	538	-0.00139
435395	1	429.50	46.63	540	-0.00093
435934	1	429.25	46.63	539	-0.00046
436473	1	429.00	46.69	539	-0.00046
437012	1	428.25	46.75	539	-0.00139
437552	1	427.75	46.75	540	-0.00093
438090	1	427.50	46.81	538	-0.00046
438630	1	427.25	46.81	540	-0.00046
439169	1	426.75	46.88	539	-0.00093
439708	1	426.25	46.94	539	-0.00093
440248	1	425.75	46.94	540	-0.00093
440786	1	425.25	47.00	538	-0.00093
441326	1	424.75	47.06	540	-0.00093
441865	1	423.75	47.13	539	-0.00186
442404	1	423.75	47.13	539	0.00000
442944	1	423.50	47.19	540	-0.00046
443483	1	422.50	47.25	539	-0.00186
444022	1	422.50	47.25	539	0.00000
444562	1	422.00	47.31	540	-0.00093
445101	1	421.25	47.38	539	-0.00139
445640	1	421.00	47.44	539	-0.00046
446180	1	419.75	47.50	540	-0.00231
446718	1	419.75	47.56	538	0.00000
447258	1	419.25	47.56	540	-0.00093
447798	1	418.75	47.63	540	-0.00093
448336	1	418.25	47.69	538	-0.00093
448876	1	417.50	47.75	540	-0.00139
449416	1	417.25	47.81	540	-0.00046
449955	1	416.50	47.88	539	-0.00139
450495	1	415.75	47.94	540	-0.00139
451035	1	415.50	48.00	540	-0.00046
451574	1	414.50	48.06	539	-0.00186
452114	1	414.50	48.13	540	0.00000
452653	1	413.50	48.19	539	-0.00186
453192	1	413.50	48.25	539	0.00000
453732	1	412.25	48.31	540	-0.00231
454272	1	412.00	48.38	540	-0.00046
454811	1	411.50	48.44	539	-0.00093
455351	1	411.25	48.44	540	-0.00046
455890	1	410.75	48.50	539	-0.00093
456430	1	410.25	48.56	540	-0.00093
456970	1	409.75	48.63	540	-0.00093
457509	1	409.00	48.69	539	-0.00139
458049	1	408.25	48.69	540	-0.00139
458589	1	408.25	48.75	540	0.00000
459129	1	407.75	48.81	540	-0.00093
459669	1	407.00	48.88	540	-0.00139
460209	1	406.75	48.94	540	-0.00046
460748	1	406.00	48.94	539	-0.00139
461288	1	405.50	49.00	540	-0.00093
461828	1	405.00	49.06	540	-0.00093
462367	1	404.50	49.13	539	-0.00093
462908	1	404.00	49.19	541	-0.00092
463448	1	403.50	49.19	540	-0.00093
463987	1	402.75	49.25	539	-0.00139
464527	1	402.25	49.31	540	-0.00093
465067	1	402.00	49.38	540	-0.00046
465607	1	401.25	49.44	540	-0.00139
466147	1	400.75	49.44	540	-0.00093
466686	1	400.25	49.50	539	-0.00093
467226	1	399.75	49.56	540	-0.00093
467767	1	399.25	49.63	541	-0.00092
468306	1	398.75	49.69	539	-0.00093
468846	1	398.00	49.75	540	-0.00139
469386	1	397.75	49.75	540	-0.00046
469926	1	397.00	49.81	540	-0.00139
470466	1	396.75	49.88	540	-0.00046
471007	1	395.75	49.88	541	-0.00185
471546	1	395.50	49.94	539	-0.00046
472086	1	395.25	50.00	540	-0.00046
472627	1	394.50	50.06	541	-0.00139
473166	1	394.00	50.06	539	-0.00093
473707	1	393.50	50.13	541	-0.00092
474247	1	393.00	50.19	540	-0.00093
474787	1	392.50	50.25	540	-0.00093
475327	1	392.00	50.25	540	-0.00093
475868	1	391.50	50.31	541	-0.00092
476407	1	390.75	50.31	539	-0.00139
476948	1	390.50	50.38	541	-0.00046
477488	1	390.00	50.44	540	-0.00093
478028	1	389.00	50.44	540	-0.00185
478568	1	389.00	50.50	540	0.00000
479109	1	388.50	50.50	541	-0.00092
479648	1	388.00	50.56	539	-0.00093
480189	1	387.00	50.56	541	-0.00185
480729	1	387.00	50.63	540	0.00000
481269	1	386.50	50.63	540	-0.00093
481809	1	385.50	50.69	540	-0.00185
482350	1	385.25	50.69	541	-0.00046
482890	1	384.50	50.75	540	-0.00139
483430	1	384.25	50.75	540	-0.00046
483971	1	384.00	50.81	541	-0.00046
484511	1	383.50	50.88	540	-0.00093
485051	1	383.25	50.88	540	-0.00046
485592	1	382.50	50.94	541	-0.00139
486132	1	382.00	51.00	540	-0.00093
486672	1	381.50	51.00	540	-0.00093
487213	1	381.00	51.06	541	-0.00092
487753	1	379.75	51.06	540	-0.00231
488293	1	379.50	51.13	540	-0.00046
488834	1	378.50	51.13	541	-0.00185
489374	1	378.25	51.13	540	-0.00046
489914	1	378.25	51.19	540	0.00000
490455	1	377.25	51.25	541	-0.00185
490995	1	377.75	51.25	540	0.00093
491536	1	377.00	51.31	541	-0.00139
492076	1	376.50	51.31	540	-0.00093
492616	1	376.25	51.38	540	-0.00046
493157	1	375.75	51.44	541	-0.00092
493698	1	375.25	51.50	541	-0.00092
494238	1	374.00	51.50	540	-0.00231
494778	1	374.00	51.56	540	0.00000
495319	1	373.50	51.56	541	-0.00092
495859	1	373.00	51.69	540	-0.00093
496400	1	372.25	51.75	541	-0.00139
496941	1	372.25	51.81	541	0.00000
497481	1	371.75	51.81	540	-0.00093
498022	1	371.50	51.88	541	-0.00046
498563	1	370.75	51.94	541	-0.00139
499102	1	370.50	52.00	539	-0.00046
499643	1	370.00	52.06	541	-0.00092
500184	1	369.75	52.06	541	-0.00046
500724	1	368.25	52.13	540	-0.00278
501265	1	367.75	52.19	541	-0.00092
501806	1	368.25	52.25	541	0.00092
502346	1	367.75	52.25	540	-0.00093
502887	1	367.00	52.31	541	-0.00139
503429	1	366.25	52.31	542	-0.00138
503969	1	365.50	52.38	540	-0.00139
504510	1	365.75	52.38	541	0.00046
505051	1	365.50	52.50	541	-0.00046
505591	1	364.50	52.50	540	-0.00185
506132	1	364.50	52.56	541	0.00000
506673	1	364.00	52.56	541	-0.00092
507213	1	363.50	52.63	540	-0.00093
507754	1	362.75	52.69	541	-0.00139
508295	1	362.00	52.75	541	-0.00139
508835	1	361.75	52.75	540	-0.00046
509376	1	361.75	52.81	541	0.00000
509918	1	361.50	52.88	542	-0.00046
510458	1	361.00	52.88	540	-0.00093
510999	1	360.50	52.94	541	-0.00092
511540	1	359.50	53.06	541	-0.00185
512080	1	359.25	53.06	540	-0.00046
512622	1	359.00	53.06	542	-0.00046
513163	1	358.75	53.13	541	-0.00046
513703	1	357.75	53.19	540	-0.00185
514244	1	357.75	53.19	541	0.00000
514785	1	357.25	53.25	541	-0.00092
515326	1	356.75	53.31	541	-0.00092
515867	1	355.75	53.31	541	-0.00185
516408	1	355.75	53.38	541	0.00000
516948	1	355.50	53.44	540	-0.00046
517490	1	355.00	53.44	542	-0.00092
518031	1	355.50	53.50	541	0.00092
518572	1	354.00	53.50	541	-0.00277
519113	1	353.50	53.56	541	-0.00092
519654	1	353.50	53.56	541	0.00000
520195	1	352.00	53.63	541	-0.00277
520736	1	352.50	53.63	541	0.00092
521277	1	352.00	53.69	541	-0.00092
521818	1	351.50	53.69	541	-0.00092
522359	1	350.75	53.69	541	-0.00139
522900	1	350.25	53.75	541	-0.00092
523442	1	350.00	53.81	542	-0.00046
523982	1	349.75	53.81	540	-0.00046
524524	1	349.50	53.88	542	-0.00046
525065	1	349.25	53.94	541	-0.00046
525606	1	348.00	53.94	541	-0.00231
526147	1	348.25	54.00	541	0.00046
526689	1	348.00	54.06	542	-0.00046
527229	1	347.00	54.06	540	-0.00185
527771	1	347.00	54.06	542	0.00000
528312	1	347.00	54.13	541	0.00000
528854	1	346.00	54.19	542	-0.00185
529394	1	346.00	54.19	540	0.00000
529936	1	345.50	54.25	542	-0.00092
530478	1	345.25	54.25	542	-0.00046
531018	1	344.50	54.31	540	-0.00139
531560	1	344.00	54.38	542	-0.00092
532101	1	344.00	54.38	541	0.00000
532642	1	343.25	54.44	541	-0.00139
533184	1	343.50	54.44	542	0.00046
533725	1	343.00	54.50	541	-0.00092
534266	1	342.50	54.50	541	-0.00092
534808	1	342.00	54.56	542	-0.00092
535349	1	341.25	54.56	541	-0.00139
535890	1	341.50	54.63	541	0.00046
536432	1	341.00	54.63	542	-0.00092
536973	1	340.25	54.63	541	-0.00139
537515	1	340.00	54.69	542	-0.00046
538056	1	339.75	54.75	541	-0.00046
538598	1	339.00	54.75	542	-0.00138
539139	1	338.50	54.81	541	-0.00092
539680	1	338.25	54.81	541	-0.00046
540222	1	338.00	54.88	542	-0.00046
540764	1	337.75	54.88	542	-0.00046
541305	1	337.00	54.88	541	-0.00139
541846	1	336.75	54.94	541	-0.00046
542388	1	336.25	54.94	542	-0.00092
542929	1	336.25	55.00	541	0.00000
543471	1	336.00	55.00	542	-0.00046
544013	1	335.75	55.00	542	-0.00046
544553	1	335.00	55.06	540	-0.00139
545095	1	334.75	55.06	542	-0.00046
545637	1	334.00	55.13	542	-0.00138
546179	1	333.50	55.13	542	-0.00092
546720	1	333.50	55.13	541	0.00000
547262	1	332.75	55.13	542	-0.00138
547803	1	332.00	55.13	541	-0.00139
548344	1	332.25	55.13	541	0.00046
548886	1	331.75	55.13	542	-0.00092
549428	1	330.75	55.13	542	-0.00185
549969	1	330.75	55.13	541	0.00000
550511	1	330.75	55.13	542	0.00000
551053	1	330.00	55.19	542	-0.00138
551595	1	329.50	55.19	542	-0.00092
552135	1	329.50	55.19	540	0.00000
552677	1	328.75	55.19	542	-0.00138
553219	1	328.50	55.19	542	-0.00046
553760	1	327.75	55.19	541	-0.00139
554302	1	327.75	55.25	542	0.00000
554844	1	327.25	55.25	542	-0.00092
555384	1	327.25	55.25	540	0.00000
555926	1	326.25	55.19	542	-0.00185
556468	1	326.00	55.19	542	-0.00046
557009	1	326.75	55.13	541	0.00139
557551	1	326.25	54.94	542	-0.00092
558092	1	324.75	54.69	541	-0.00277
558633	1	324.50	54.44	541	-0.00046
559175	1	324.00	54.06	542	-0.00092
559716	1	323.75	53.69	541	-0.00046
560257	1	323.75	53.19	541	0.00000
560798	1	323.50	52.69	541	-0.00046
561339	1	323.00	52.25	541	-0.00092
561879	1	322.00	51.75	540	-0.00185
562419	1	322.00	51.38	540	0.00000
562960	1	321.50	50.94	541	-0.00092
563500	1	320.75	50.50	540	-0.00139
564040	1	320.75	50.13	540	0.00000
564580	1	320.25	49.75	540	-0.00093
565120	1	320.00	49.38	540	-0.00046
565659	1	319.50	49.06	539	-0.00093
566199	1	318.50	48.69	540	-0.00185
566738	1	318.25	48.31	539	-0.00046
567278	1	318.50	47.94	540	0.00046
567818	1	318.00	47.50	540	-0.00093
568356	1	317.75	47.13	538	-0.00046
568896	1	317.25	46.75	540	-0.00093
569435	1	316.50	46.44	539	-0.00139
569974	1	316.00	46.06	539	-0.00093
570513	1	316.00	45.75	539	0.00000
571052	1	315.25	45.44	539	-0.00139
571590	1	314.75	45.13	538	-0.00093
572129	1	315.25	44.88	539	0.00093
572667	1	314.50	44.63	538	-0.00139
573206	1	314.00	44.38	539	-0.00093
573745	1	314.25	44.13	539	0.00046
574283	1	314.00	43.94	538	-0.00046
574822	1	312.50	43.69	539	-0.00278
575360	1	312.00	43.50	538	-0.00093
575898	1	312.00	43.31	538	0.00000
576437	1	311.50	43.06	539	-0.00093
576974	1	310.50	42.88	537	-0.00186
577513	1	310.50	42.75	539	0.00000
578052	1	310.25	42.56	539	-0.00046
578589	1	309.75	42.38	537	-0.00093
579128	1	309.25	42.25	539	-0.00093
579665	1	308.50	42.13	537	-0.00140
580203	1	308.50	41.94	538	0.00000
580742	1	308.00	41.81	539	-0.00093
581279	1	308.00	41.69	537	0.00000
581817	1	307.25	41.56	538	-0.00139
582355	1	307.00	41.38	538	-0.00046
582893	1	306.50	41.25	538	-0.00093
583431	1	306.00	41.13	538	-0.00093
583968	1	305.25	41.00	537	-0.00140
584507	1	305.25	40.88	539	0.00000
585044	1	304.75	40.75	537	-0.00093
585582	1	304.50	40.63	538	-0.00046
586120	1	304.00	40.50	538	-0.00093
586657	1	303.50	40.38	537	-0.00093
587195	1	303.00	40.25	538	-0.00093
587732	1	302.50	40.13	537	-0.00093
588270	1	302.25	40.06	538	-0.00046
588808	1	301.75	39.88	538	-0.00093
589345	1	301.50	39.75	537	-0.00047
589883	1	301.25	39.69	538	-0.00046
590420	1	300.50	39.56	537	-0.00140
590958	1	300.50	39.44	538	0.00000
591496	1	299.75	39.38	538	-0.00139
592033	1	299.25	39.19	537	-0.00093
592571	1	298.75	39.13	538	-0.00093
593107	1	298.00	39.00	536	-0.00140
593645	1	298.00	38.88	538	0.00000
594183	1	297.25	38.81	538	-0.00139
594720	1	297.25	38.69	537	0.00000
595257	1	296.75	38.63	537	-0.00093
595794	1	296.25	38.50	537	-0.00093
596332	1	296.00	38.44	538	-0.00046
596869	1	295.75	38.31	537	-0.00047
597406	1	294.75	38.25	537	-0.00186
597944	1	295.00	38.13	538	0.00046
598480	1	294.50	38.00	536	-0.00093
599018	1	294.25	37.94	538	-0.00046
599556	1	293.50	37.88	538	-0.00139
600092	1	293.00	37.75	536	-0.00093
600630	1	293.00	37.69	538	0.00000
601166	1	292.00	37.56	536	-0.00187
601704	1	292.50	37.50	538	0.00093
602241	1	291.75	37.38	537	-0.00140
602778	1	291.50	37.31	537	-0.00047
603315	1	290.50	37.19	537	-0.00186
603852	1	290.50	37.13	537	0.00000
604389	1	290.00	37.00	537	-0.00093
604926	1	289.75	36.94	537	-0.00047
605463	1	289.25	36.88	537	-0.00093
606001	1	289.00	36.81	538	-0.00046
606537	1	288.50	36.69	536	-0.00093
607074	1	288.00	36.56	537	-0.00093
607611	1	287.75	36.50	537	-0.00047
608148	1	287.25	36.44	537	-0.00093
608685	1	287.00	36.31	537	-0.00047
609222	1	286.50	36.25	537	-0.00093
609759	1	286.25	36.13	537	-0.00047
610295	1	285.75	36.06	536	-0.00093
610832	1	285.50	35.94	537	-0.00047
611369	1	285.00	35.88	537	-0.00093
611906	1	284.75	35.81	537	-0.00047
612443	1	284.00	35.75	537	-0.00140
612979	1	284.25	35.63	536	0.00047
613517	1	284.00	35.56	538	-0.00046
614053	1	282.75	35.44	536	-0.00233
614590	1	282.50	35.38	537	-0.00047
615127	1	282.25	35.31	537	-0.00047
615663	1	281.75	35.25	536	-0.00093
616200	1	281.50	35.19	537	-0.00047
616736	1	280.75	35.06	536	-0.00140
617273	1	280.50	35.00	537	-0.00047
617809	1	280.50	34.94	536	0.00000
618346	1	280.00	34.81	537	-0.00093
618883	1	279.75	34.75	537	-0.00047
619419	1	279.25	34.69	536	-0.00093
619956	1	278.50	34.63	537	-0.00140
620492	1	278.25	34.56	536	-0.00047
621029	1	277.75	34.44	537	-0.00093
621565	1	277.75	34.38	536	0.00000
622102	1	277.25	34.31	537	-0.00093
622639	1	276.75	34.25	537	-0.00093
623175	1	276.00	34.19	536	-0.00140
623712	1	276.00	34.13	537	0.00000
624248	1	275.50	34.06	536	-0.00093
624785	1	275.00	33.94	537	-0.00093
625321	1	274.25	33.94	536	-0.00140
625858	1	274.50	33.88	537	0.00047
626395	1	274.00	33.81	537	-0.00093
626931	1	273.75	33.75	536	-0.00047
627468	1	272.50	33.69	537	-0.00233
628003	1	273.00	33.63	535	0.00093
628540	1	272.25	33.56	537	-0.00140
629076	1	271.75	33.56	536	-0.00093
629613	1	271.25	33.44	537	-0.00093
630150	1	270.75	33.38	537	-0.00093
630686	1	271.00	33.38	536	0.00047
631223	1	270.00	33.31	537	-0.00186
631758	1	270.25	33.25	535	0.00047
632295	1	269.75	33.19	537	-0.00093
632832	1	269.25	33.13	537	-0.00093
633368	1	268.25	33.13	536	-0.00187
633905	1	268.50	33.06	537	0.00047
634441	1	268.00	33.00	536	-0.00093
634977	1	266.50	32.94	536	-0.00280
635513	1	266.25	32.88	536	-0.00047
636050	1	265.75	32.81	537	-0.00093
636587	1	265.00	32.75	537	-0.00140
637122	1	264.75	32.69	535	-0.00047
637659	1	264.25	32.69	537	-0.00093
638195	1	263.75	32.63	536	-0.00093
638732	1	263.25	32.56	537	-0.00093
639267	1	262.75	32.50	535	-0.00093
639804	1	262.25	32.44	537	-0.00093
640340	1	261.75	32.38	536	-0.00093
640877	1	261.25	32.31	537	-0.00093
641413	1	260.75	32.25	536	-0.00093
641949	1	260.25	32.19	536	-0.00093
642486	1	259.75	32.13	537	-0.00093
643021	1	259.00	32.06	535	-0.00140
643558	1	258.25	32.00	537	-0.00140
644094	1	258.00	31.94	536	-0.00047
644630	1	257.00	31.87	536	-0.00187
645167	1	257.25	31.81	537	0.00047
645703	1	256.75	31.75	536	-0.00093
646240	1	256.25	31.75	537	-0.00093

646775	1	255.50	31.62	535	-0.00140
647312	1	255.25	31.56	537	-0.00047
647848	1	254.50	31.56	536	-0.00140
648384	1	254.00	31.50	536	-0.00093
648921	1	253.75	31.44	537	-0.00047
649457	1	253.00	31.37	536	-0.00140
649993	1	252.50	31.37	536	-0.00093
650529	1	252.25	31.25	536	-0.00047
651065	1	252.00	31.25	536	-0.00047
651601	1	251.25	31.19	536	-0.00140
652138	1	250.50	31.12	537	-0.00140
652674	1	250.00	31.06	536	-0.00093
653210	1	249.25	31.06	536	-0.00140
653747	1	249.00	31.06	537	-0.00047
654282	1	248.00	31.00	535	-0.00187
654819	1	247.50	31.00	537	-0.00093
655354	1	247.50	30.94	535	0.00000
655891	1	247.00	30.87	537	-0.00093
656427	1	246.50	30.87	536	-0.00093
656963	1	246.25	30.81	536	-0.00047
657499	1	245.75	30.81	536	-0.00093
658035	1	245.00	30.69	536	-0.00140
658572	1	244.25	31.06	537	-0.00140
659107	1	244.00	32.13	535	-0.00047
659644	1	243.25	33.63	537	-0.00140
660179	1	243.00	35.13	535	-0.00047
660716	1	242.25	36.56	537	-0.00140
661254	1	241.75	37.88	538	-0.00093
661790	1	241.25	39.06	536	-0.00093
662328	1	240.75	40.13	538	-0.00093
662865	1	240.25	41.06	537	-0.00093
663403	1	239.50	41.94	538	-0.00139
663942	1	239.25	42.75	539	-0.00046
664479	1	238.75	43.44	537	-0.00093
665018	1	238.25	44.13	539	-0.00093
665556	1	237.25	44.69	538	-0.00186
666095	1	237.25	45.25	539	0.00000
666634	1	236.75	45.75	539	-0.00093
667173	1	236.25	46.19	539	-0.00093
667712	1	235.25	46.56	539	-0.00186
668252	1	235.00	47.00	540	-0.00046
668790	1	234.50	47.38	538	-0.00093
669330	1	234.00	47.75	540	-0.00093
669869	1	233.25	48.06	539	-0.00139
670408	1	233.25	48.38	539	0.00000
670948	1	232.25	48.69	540	-0.00185
671488	1	231.75	48.94	540	-0.00093
672027	1	231.25	49.25	539	-0.00093
672567	1	230.75	49.50	540	-0.00093
673107	1	230.25	49.75	540	-0.00093
673647	1	229.75	49.94	540	-0.00093
674187	1	229.00	50.19	540	-0.00139
674727	1	228.75	50.38	540	-0.00046
675267	1	228.00	50.56	540	-0.00139
675808	1	227.75	50.81	541	-0.00046
676348	1	226.75	51.06	540	-0.00185
676888	1	227.00	51.25	540	0.00046
677429	1	226.25	51.50	541	-0.00139
677969	1	225.75	51.69	540	-0.00093
678509	1	225.00	51.88	540	-0.00139
679050	1	224.50	52.06	541	-0.00092
679590	1	224.00	52.25	540	-0.00093
680131	1	223.50	52.44	541	-0.00092
680672	1	223.00	52.56	541	-0.00092
681212	1	222.50	52.69	540	-0.00093
681753	1	222.00	52.88	541	-0.00092
682295	1	221.50	53.00	542	-0.00092
682835	1	220.25	53.13	540	-0.00231
683376	1	220.00	53.25	541	-0.00046
683917	1	219.75	53.38	541	-0.00046
684459	1	219.50	53.44	542	-0.00046
684999	1	219.00	53.56	540	-0.00093
685540	1	218.75	53.63	541	-0.00046
686082	1	218.00	53.69	542	-0.00138
686622	1	217.00	53.81	540	-0.00185
687164	1	217.00	53.88	542	0.00000
687705	1	216.25	53.94	541	-0.00139
688245	1	216.00	54.00	540	-0.00046
688787	1	215.25	54.06	542	-0.00138
689328	1	215.25	54.13	541	0.00000
689869	1	214.75	54.13	541	-0.00092
690410	1	214.75	54.19	541	0.00000
690952	1	214.25	54.25	542	-0.00092
691492	1	213.75	54.31	540	-0.00093
692034	1	213.25	54.31	542	-0.00092
692576	1	212.75	54.38	542	-0.00092
693116	1	212.50	54.38	540	-0.00046
693658	1	212.00	54.50	542	-0.00092
694200	1	211.25	54.50	542	-0.00138
694740	1	210.75	54.56	540	-0.00093
695282	1	210.25	54.56	542	-0.00092
695824	1	210.00	54.56	542	-0.00046
696365	1	208.75	54.63	541	-0.00231
696906	1	208.00	54.69	541	-0.00139
697447	1	207.75	54.69	541	-0.00046
697989	1	207.25	54.75	542	-0.00092
698530	1	206.50	54.75	541	-0.00139
699071	1	206.25	54.81	541	-0.00046
699613	1	206.00	54.81	542	-0.00046
700154	1	205.75	54.81	541	-0.00046
700695	1	204.75	54.88	541	-0.00185
701237	1	204.25	54.94	542	-0.00092
701778	1	204.00	54.94	541	-0.00046
702319	1	203.00	55.00	541	-0.00185
702861	1	202.50	55.00	542	-0.00092
703403	1	202.50	55.00	542	0.00000
703943	1	202.00	55.06	540	-0.00093
704485	1	201.50	55.06	542	-0.00092
705027	1	200.50	55.06	542	-0.00185
705568	1	200.25	55.13	541	-0.00046
706109	1	200.25	55.13	541	0.00000
706651	1	199.50	55.13	542	-0.00138
707192	1	199.00	55.19	541	-0.00092
707734	1	198.75	55.19	542	-0.00046
708276	1	198.25	55.25	542	-0.00092
708817	1	197.50	55.19	541	-0.00139
709358	1	197.50	55.25	541	0.00000
709900	1	197.00	55.25	542	-0.00092
710441	1	196.00	55.25	541	-0.00185
710983	1	195.50	55.31	542	-0.00092
711525	1	195.50	55.31	542	0.00000
712067	1	195.00	55.31	542	-0.00092
712608	1	194.50	55.38	541	-0.00092
713150	1	194.25	55.38	542	-0.00046
713692	1	193.75	55.38	542	-0.00092
714233	1	192.75	55.38	541	-0.00185
714774	1	192.75	55.38	541	0.00000
715316	1	192.25	55.44	542	-0.00092
