25.75	424
26.00	423
25.75	424
25.50	425
26.25	422
25.75	424
25.50	425
26.00	423
25.50	425
25.75	424
26.00	423
25.50	425
26.00	423
25.50	425
25.75	424
25.00	427
25.50	425
25.75	424
26.00	423
25.50	425
25.50	425
25.50	425
25.75	424
25.50	425
25.25	426
25.50	425
25.75	424
26.00	423
26.00	423
25.25	426
25.25	426
26.00	423
25.75	424
26.00	423
26.00	423
26.00	423
26.00	423
25.75	424
26.00	423
25.75	424
26.00	423
25.75	424
26.00	423
26.00	423
26.25	422
26.00	423
26.00	423
25.75	424
26.25	422
25.50	425
25.50	425
26.00	423
26.25	422
26.25	422
26.00	423
26.00	423
26.25	422
25.50	425
25.75	424
26.00	423
25.75	424
26.00	423
26.25	422
26.25	422
26.25	422
25.75	424
26.00	423
26.25	422
26.50	421
26.50	421
26.50	421
26.25	422
25.75	424
26.25	422
26.25	422
26.00	423
26.25	422
26.50	421
26.00	423
26.75	420
26.50	421
26.75	420
26.75	420
26.75	420
26.25	422
26.25	422
27.00	419
26.50	421
27.25	418
27.25	417
26.75	419
27.25	418
27.25	417
27.25	417
27.00	418
27.25	418
27.00	418
27.25	418
27.50	416
27.50	416
27.25	417
28.00	414
27.75	415
27.25	417
28.00	414
28.00	414
28.00	414
27.50	416
28.25	413
28.25	413
28.25	413
28.50	412
28.25	413
28.25	413
28.25	413
28.50	412
28.75	411
28.50	412
28.50	412
28.50	412
28.75	411
29.25	409
29.00	410
29.25	409
29.00	410
29.25	409
29.50	408
29.50	408
29.50	408
29.50	408
28.50	412
30.00	406
30.00	406
29.50	408
30.25	405
29.75	407
30.25	405
30.25	405
30.00	406
30.75	403
30.25	404
30.50	404
30.75	402
31.00	401
30.50	403
31.25	400
31.00	401
31.50	399
31.25	400
31.75	398
31.50	399
31.50	399
31.75	398
32.00	397
31.75	398
32.25	396
32.00	397
32.25	396
32.25	396
32.50	395
32.50	395
32.75	394
33.00	393
32.75	394
33.25	392
33.50	391
33.25	392
33.75	390
33.00	393
33.75	390
33.50	391
33.50	391
34.25	388
34.50	386
34.25	387
34.50	386
34.75	385
34.75	385
35.00	384
34.75	385
35.00	384
35.50	382
35.50	382
35.75	381
35.75	381
36.00	380
35.75	381
36.00	380
36.00	380
36.25	379
36.25	379
36.25	379
36.50	378
37.00	376
37.00	376
37.00	376
37.50	374
37.50	373
37.75	372
37.50	373
38.00	371
38.25	370
38.25	370
38.00	371
38.25	370
38.50	369
38.75	368
39.00	367
38.75	368
38.50	369
39.00	367
39.50	365
39.75	364
39.50	365
40.25	362
39.75	364
40.75	360
40.25	361
41.00	359
40.75	359
40.75	359
40.75	359
41.25	357
41.25	357
41.75	355
41.25	357
42.00	354
42.25	353
42.00	354
42.50	352
42.25	353
42.50	352
42.75	351
43.00	350
43.25	349
43.25	349
43.50	348
43.50	348
43.50	348
44.00	346
44.25	344
44.50	343
44.00	345
44.75	342
45.25	340
45.00	341
45.00	341
45.50	339
45.75	338
45.50	339
46.00	337
46.25	336
46.25	336
46.50	335
46.75	334
46.25	336
46.75	334
47.25	332
47.50	330
47.50	330
48.00	328
47.50	330
48.25	327
48.50	326
48.00	328
48.50	326
48.50	326
48.75	325
48.75	325
49.25	323
49.25	323
49.50	322
49.75	321
50.00	320
50.25	319
50.50	318
50.50	317
50.75	316
50.75	316
50.50	317
51.50	313
51.00	315
52.00	311
52.00	311
51.75	312
52.25	310
52.50	309
52.50	309
51.50	313
52.50	309
53.00	307
53.25	306
53.25	306
53.50	305
53.75	304
54.25	302
54.00	302
53.75	303
54.50	300
54.50	300
55.00	298
55.00	298
55.00	298
55.25	297
55.75	295
56.00	294
55.75	295
56.25	293
56.50	292
56.25	293
57.00	290
57.00	290
57.25	289
57.25	288
57.25	288
57.25	288
57.75	286
58.00	285
58.25	284
58.50	283
58.50	283
58.75	282
58.75	282
59.00	281
59.00	281
59.00	281
60.00	277
60.00	277
60.00	277
60.00	277
60.50	275
60.00	277
60.75	274
60.75	273
61.00	272
61.50	270
61.75	269
61.75	269
62.00	268
62.25	267
62.00	268
62.25	267
62.50	266
63.00	264
62.75	265
63.00	264
63.50	262
63.50	262
64.00	260
63.75	260
64.25	259
64.50	257
