0;23.6;23.1
1;23.6;21.33
2;23.5;22.66
3;23.5;22.22
4;23.5;21.77
5;23.5;22.66
6;23.5;23.1
7;23.5;22.22
8;23.5;21.77
9;23.5;20.44
10;23.5;23.99
11;23.5;22.22
12;23.5;22.66
13;23.5;23.1
14;23.5;22.66
15;23.5;23.55
16;23.5;22.22
17;23.5;22.66
18;23.5;22.66
19;23.5;23.1
20;23.5;22.66
21;23.5;22.66
22;23.5;23.99
23;23.5;23.55
24;23.5;22.66
25;23.5;23.1
26;23.5;22.66
27;23.5;22.22
28;23.5;23.1
29;23.5;22.22
30;23.5;23.55
31;23.5;22.22
32;23.5;22.66
33;23.5;23.1
34;23.6;23.99
35;23.6;21.77
36;23.6;21.77
37;23.6;23.55
38;23.6;21.77
39;23.6;23.55
40;23.6;23.1
41;23.6;23.55
42;23.6;23.1
43;23.6;22.66
44;23.6;22.66
45;23.7;23.99
46;23.7;23.1
47;23.7;23.1
48;23.7;22.22
49;23.7;22.22
50;23.7;21.77
51;23.7;22.66
52;23.8;24.44
53;23.8;22.22
54;23.8;22.66
55;23.8;22.66
56;23.8;24.88
57;23.9;22.66
58;23.9;23.1
59;23.9;22.22
60;23.9;24.44
61;23.9;23.55
62;24;21.77
63;24;21.77
64;24;23.1
65;24;20.88
66;24;23.55
67;24;23.55
68;24;23.99
69;24;23.1
70;24;22.66
71;24.1;23.1
72;24.1;23.55
73;24.1;23.99
74;24.1;24.44
75;24.1;23.99
76;24.1;24.88
77;24.1;23.1
78;24.1;23.55
79;24.1;23.99
80;24.1;23.99
81;24.1;23.99
82;24.1;24.44
83;24.1;23.1
84;24.1;23.99
85;24.2;23.99
86;24.2;23.99
87;24.2;24.88
88;24.2;23.1
89;24.3;25.77
90;24.3;25.77
91;24.3;24.88
92;24.4;23.55
93;24.4;23.99
94;24.5;24.44
95;24.5;23.99
96;24.5;23.99
97;24.6;23.99
98;24.6;24.88
99;24.7;24.88
100;24.7;25.77
101;24.7;23.99
102;24.7;23.99
103;24.8;25.33
104;24.8;23.99
105;24.9;24.88
106;24.9;23.99
107;24.9;23.99
108;25;25.33
109;25;22.22
110;25;25.77
111;25;25.77
112;25.1;25.33
113;25.1;26.22
114;25.1;25.77
115;25.1;24.88
116;25.2;24.44
117;25.2;22.66
118;25.3;24.44
119;25.3;23.99
120;25.3;24.44
121;25.4;24.88
122;25.5;22.66
123;25.5;23.99
124;25.5;23.55
125;25.6;25.33
126;25.6;24.88
127;25.6;23.99
128;25.7;24.44
129;25.7;26.22
130;25.7;25.33
131;25.7;27.1
132;25.8;25.33
133;25.8;27.1
134;25.8;26.22
135;25.8;25.77
136;25.9;26.22
137;25.9;25.77
138;25.9;25.33
139;26;25.77
140;26;26.22
141;26;27.1
142;26.1;27.1
143;26.1;26.66
144;26.1;25.77
145;26.2;26.66
146;26.2;27.55
147;26.2;27.1
148;26.2;26.66
149;26.3;27.1
150;26.3;27.1
151;26.4;25.77
152;26.5;28.88
153;26.6;27.99
154;26.6;27.1
155;26.6;27.1
156;26.7;27.55
157;26.7;27.99
158;26.8;27.1
159;26.8;27.99
160;26.8;27.99
161;26.9;27.99
162;26.9;27.99
163;27;27.55
164;27;27.1
165;27;27.55
166;27.1;27.99
167;27.1;28.44
168;27.1;27.99
169;27.2;26.22
170;27.2;27.1
171;27.3;27.1
172;27.4;27.1
173;27.4;27.1
174;27.5;27.55
175;27.5;27.1
176;27.6;27.1
177;27.6;27.55
178;27.7;26.66
179;27.7;27.99
180;27.8;27.99
181;27.9;27.55
182;28;25.77
183;28;28.44
184;28.1;26.22
185;28.1;28.88
186;28.2;29.33
187;28.2;28.44
188;28.3;28.44
189;28.4;27.99
190;28.5;27.55
191;28.5;28.44
192;28.6;27.99
193;28.6;27.55
194;28.7;27.99
195;28.8;28.88
196;28.8;28.44
197;28.8;29.77
198;28.9;29.33
199;28.9;30.66
200;29;29.33
201;29;28.88
202;29.1;30.66
203;29.2;30.66
204;29.3;29.33
205;29.4;28.44
206;29.4;29.33
207;29.6;29.33
208;29.6;28.88
209;29.7;30.21
210;29.7;31.1
211;29.9;29.77
212;29.9;29.33
213;30;30.66
214;30;30.66
215;30;31.55
216;30.1;29.77
217;30.2;29.77
218;30.2;31.99
219;30.3;29.77
220;30.4;31.55
221;30.5;31.55
222;30.5;31.1
223;30.6;30.66
224;30.7;30.66
225;30.7;31.1
226;30.8;30.66
227;30.9;30.66
228;30.8;31.1
229;31.1;31.1
230;31.1;31.55
231;31.1;31.1
232;31.1;31.55
233;31.2;31.1
234;31.2;31.55
235;31.2;31.1
236;31.3;31.1
237;31.3;31.55
238;31.4;31.99
239;31.5;31.55
240;31.6;31.99
241;31.7;31.55
242;31.7;31.99
243;31.7;31.1
244;31.8;31.55
245;31.9;30.66
246;32;32.44
247;32;32.88
248;32.1;32.44
249;32.2;31.55
250;32.2;32.44
251;32.3;31.1
252;32.3;32.44
253;32.4;31.99
254;32.5;31.55
255;32.5;30.66
256;32.6;32.44
257;32.6;32.44
258;32.7;32.44
259;32.8;32.88
260;32.8;33.32
261;32.9;32.44
262;33;32.44
263;33.1;33.32
264;33.2;34.21
265;33.3;34.66
266;33.3;34.66
267;33.4;35.1
268;33.5;34.66
269;33.6;34.66
270;33.7;35.1
271;33.8;35.55
272;33.9;35.1
273;34;35.1
274;34.1;35.55
275;34.2;34.21
276;34.3;35.99
277;34.4;34.21
278;34.4;35.99
279;34.5;34.66
280;34.6;34.66
281;34.7;34.66
282;34.8;35.55
283;34.8;35.1
284;34.9;35.55
285;35;35.55
286;35;35.1
287;35.1;35.55
