602;69.76
603;71.09
604;71.09
605;71.54
606;71.09
607;70.65
608;71.09
609;71.54
610;72.87
611;73.31
612;73.76
613;72.87
614;74.20
615;72.87
616;73.76
617;73.76
618;73.76
619;74.20
620;74.20
621;73.76
622;74.20
623;75.54
624;74.65
625;75.09
626;75.98
627;76.87
628;77.31
629;77.76
630;78.20
631;78.20
632;78.20
633;77.31
634;76.42
635;75.98
636;74.65
637;74.65
638;74.65
639;74.65
640;75.98
641;75.54
642;75.98
643;76.87
644;77.31
645;77.76
646;77.31
647;76.87
648;77.31
649;77.76
650;76.87
651;76.87
652;77.76
653;76.87
654;77.76
655;77.31
656;77.76
657;77.31
658;78.20
659;79.09
660;80.42
661;80.87
662;81.31
663;81.31
664;81.76
665;81.31
666;80.87
667;79.98
668;80.87
669;80.87
670;79.98
671;79.53
672;80.42
673;79.53
674;81.31
675;81.76
676;82.64
677;81.31
678;83.09
679;83.09
680;81.76
681;82.64
682;82.64
683;82.20
684;82.64
685;83.09
686;83.09
687;83.98
688;83.98
689;83.98
690;83.09
691;83.09
692;82.20
693;82.20
694;82.64
695;83.09
696;82.20
697;82.20
698;81.31
699;82.20
700;83.53
701;83.53
702;82.64
703;83.09
704;83.53
705;83.09
706;83.98
707;84.42
708;85.31
709;85.75
710;85.75
711;85.75
712;86.64
713;86.20
714;85.75
715;85.31
716;85.31
717;85.75
718;85.75
719;84.87
720;86.20
721;84.87
722;85.31
723;86.64
724;85.75
725;85.75
726;86.64
727;86.64
728;87.09
729;87.53
730;87.09
731;86.64
732;87.53
733;87.09
734;87.09
735;87.53
736;88.87
737;87.09
738;87.98
739;88.42
740;89.31
741;88.42
742;89.75
743;88.87
744;89.31
745;89.31
746;90.20
747;88.87
748;89.75
749;89.31
750;88.87
751;88.42
752;87.98
753;88.42
754;87.98
755;87.98
756;88.87
757;90.20
758;90.64
759;90.64
760;89.75
761;89.31
762;90.20
763;90.20
764;91.53
765;90.64
766;91.53
767;90.64
768;91.53
769;91.09
770;91.09
771;91.53
772;91.53
773;91.09
774;91.09
775;91.98
776;91.98
777;92.86
778;92.42
779;91.98
780;92.42
781;92.42
782;92.42
783;91.98
784;91.98
785;92.86
786;93.75
787;92.42
788;91.98
789;92.42
790;93.31
791;93.75
792;93.75
793;92.86
794;93.31
795;92.86
796;93.31
797;92.86
798;93.31
799;94.20
800;93.31
801;94.20
802;95.53
803;94.64
804;95.09
805;95.53
806;95.53
807;95.09
808;95.53
809;95.97
810;95.09
811;95.97
812;96.42
813;96.42
814;95.97
815;96.86
816;97.31
817;95.97
818;96.42
819;95.97
820;96.86
821;96.86
822;96.86
823;95.97
824;96.42
825;96.42
826;97.31
827;97.31
828;97.75
829;97.75
830;98.20
831;98.20
832;97.75
833;97.31
834;98.20
835;97.75
836;97.75
837;98.20
838;98.20
839;97.75
840;99.53
841;98.64
842;98.64
843;99.08
844;99.53
845;99.08
846;99.53
847;98.64
848;99.53
849;98.20
850;99.97
851;99.08
852;99.08
853;99.97
854;99.97
855;100.42
856;99.97
857;99.97
858;100.42
859;100.86
860;100.86
861;101.31
862;99.97
863;101.31
864;101.31
865;101.31
866;101.31
867;100.86
868;102.19
