---BEGIN---
TIME	INPUT	OUTPUT1	OUTPUT2	TS	GRADIENT
684158	1	491.00	90.31	555	-0.00090
684715	1	491.50	90.37	557	0.00090
685270	1	491.50	90.44	555	0.00000
685825	1	491.75	90.50	555	0.00045
686381	1	491.75	90.56	556	0.00000
686936	1	492.00	90.69	555	0.00045
687492	1	492.25	90.75	556	0.00045
688047	1	492.00	90.87	555	-0.00045
688603	1	492.25	90.94	556	0.00045
689158	1	492.50	91.00	555	0.00045
689714	1	492.50	91.06	556	0.00000
690269	1	492.50	91.12	555	0.00000
690825	1	492.50	91.19	556	0.00000
691381	1	492.50	91.25	556	0.00000
691936	1	492.75	91.37	555	0.00045
692492	1	492.50	91.37	556	-0.00045
693048	1	493.00	91.50	556	0.00090
693604	1	493.25	91.50	556	0.00045
694160	1	493.50	91.56	556	0.00045
694716	1	493.50	91.62	556	0.00000
695271	1	493.25	91.75	555	-0.00045
695827	1	493.50	91.81	556	0.00045
696383	1	493.75	91.87	556	0.00045
696939	1	494.00	91.94	556	0.00045
697495	1	493.75	92.00	556	-0.00045
698051	1	494.00	92.06	556	0.00045
698607	1	494.00	92.12	556	0.00000
699164	1	494.25	92.25	557	0.00045
699720	1	494.25	92.31	556	0.00000
700276	1	494.25	92.37	556	0.00000
700832	1	494.25	92.44	556	0.00000
701388	1	494.25	92.50	556	0.00000
701945	1	494.50	92.56	557	0.00045
702501	1	494.50	92.69	556	0.00000
703057	1	494.75	92.69	556	0.00045
703614	1	494.25	92.81	557	-0.00090
704171	1	494.75	92.87	557	0.00090
704728	1	495.00	93.00	557	0.00045
705284	1	495.00	93.12	556	0.00000
705841	1	495.00	93.12	557	0.00000
706397	1	495.00	93.25	556	0.00000
706954	1	495.25	93.31	557	0.00045
707511	1	495.25	93.37	557	0.00000
708067	1	495.50	93.44	556	0.00045
708624	1	495.25	93.56	557	-0.00045
709181	1	495.00	93.62	557	-0.00045
709738	1	495.75	93.75	557	0.00135
710294	1	495.25	93.81	556	-0.00090
710851	1	496.00	93.94	557	0.00135
711408	1	495.50	94.00	557	-0.00090
711965	1	496.00	94.06	557	0.00090
712522	1	496.25	94.19	557	0.00045
713079	1	496.00	94.25	557	-0.00045
713637	1	496.50	94.31	558	0.00090
714194	1	496.25	94.37	557	-0.00045
714752	1	496.25	94.50	558	0.00000
715309	1	496.00	94.56	557	-0.00045
715866	1	496.50	94.69	557	0.00090
716424	1	496.75	94.81	558	0.00045
716981	1	496.50	94.87	557	-0.00045
717539	1	497.00	94.94	558	0.00090
718096	1	497.00	95.00	557	0.00000
718653	1	497.00	95.00	557	0.00000
719211	1	497.00	95.06	558	0.00000
719768	1	496.75	95.12	557	-0.00045
720326	1	497.00	95.19	558	0.00045
720883	1	497.75	95.25	557	0.00135
721441	1	497.75	95.31	558	0.00000
721999	1	497.25	95.44	558	-0.00090
722556	1	497.50	95.56	557	0.00045
723115	1	497.50	95.62	559	0.00000
723673	1	497.75	95.69	558	0.00045
724230	1	498.00	95.75	557	0.00045
724788	1	497.75	95.87	558	-0.00045
725346	1	498.25	95.94	558	0.00090
725904	1	498.00	96.06	558	-0.00045
726462	1	498.00	96.12	558	0.00000
727020	1	498.00	96.25	558	0.00000
727578	1	498.50	96.31	558	0.00090
728136	1	498.25	96.37	558	-0.00045
728694	1	498.25	96.50	558	0.00000
729252	1	498.50	96.56	558	0.00045
729810	1	498.75	96.62	558	0.00045
730369	1	499.25	96.69	559	0.00089
730927	1	498.50	96.81	558	-0.00134
731486	1	498.50	96.87	559	0.00000
732044	1	498.75	96.94	558	0.00045
732602	1	499.00	97.06	558	0.00045
733161	1	499.00	97.12	559	0.00000
733719	1	499.25	97.19	558	0.00045
734277	1	499.00	97.25	558	-0.00045
734836	1	499.50	97.31	559	0.00089
735395	1	499.75	97.37	559	0.00045
735953	1	499.50	97.50	558	-0.00045
736513	1	499.50	97.56	560	0.00000
737071	1	499.50	97.62	558	0.00000
737630	1	500.00	97.69	559	0.00089
738189	1	499.75	97.81	559	-0.00045
738748	1	499.50	97.87	559	-0.00045
739307	1	500.00	97.94	559	0.00089
739865	1	499.75	98.00	558	-0.00045
740424	1	499.50	98.06	559	-0.00045
740983	1	500.00	98.12	559	0.00089
741542	1	500.25	98.19	559	0.00045
742102	1	500.50	98.25	560	0.00045
742661	1	500.50	98.31	559	0.00000
743220	1	500.75	98.37	559	0.00045
743779	1	500.50	98.44	559	-0.00045
744338	1	501.00	98.50	559	0.00089
744898	1	501.00	98.56	560	0.00000
745457	1	501.00	98.56	559	0.00000
746016	1	500.75	98.62	559	-0.00045
746575	1	500.50	98.69	559	-0.00045
747134	1	501.25	98.75	559	0.00134
747694	1	501.25	98.75	560	0.00000
748254	1	501.00	98.81	560	-0.00045
748813	1	501.25	98.87	559	0.00045
749372	1	501.00	98.94	559	-0.00045
749932	1	501.00	98.94	560	0.00000
750491	1	501.50	99.00	559	0.00089
751050	1	501.50	99.06	559	0.00000
751609	1	501.75	99.12	559	0.00045
752169	1	501.75	99.12	560	0.00000
752729	1	501.75	99.19	560	0.00000
753289	1	501.75	99.19	560	0.00000
753848	1	502.00	99.25	559	0.00045
754407	1	502.00	99.25	559	0.00000
754967	1	502.00	99.31	560	0.00000
755526	1	502.25	99.31	559	0.00045
756086	1	502.25	99.37	560	0.00000
756645	1	502.00	99.37	559	-0.00045
757206	1	502.50	99.44	561	0.00089
757765	1	502.50	99.44	559	0.00000
758325	1	502.50	99.50	560	0.00000
758884	1	502.75	99.50	559	0.00045
759444	1	502.75	99.50	560	0.00000
760004	1	502.75	99.56	560	0.00000
760563	1	503.00	99.56	559	0.00045
761123	1	502.75	99.56	560	-0.00045
761682	1	503.00	99.56	559	0.00045
762243	1	503.00	99.56	561	0.00000
762803	1	503.00	99.62	560	0.00000
763362	1	503.00	99.62	559	0.00000
763922	1	503.00	99.62	560	0.00000
764481	1	502.75	99.69	559	-0.00045
765041	1	503.25	99.69	560	0.00089
765601	1	503.25	99.69	560	0.00000
766160	1	503.25	99.69	559	0.00000
766721	1	503.50	99.75	561	0.00045
767281	1	503.50	99.75	560	0.00000
767840	1	503.50	99.75	559	0.00000
768400	1	503.50	99.75	560	0.00000
768959	1	503.75	99.75	559	0.00045
769519	1	503.25	99.75	560	-0.00089
770079	1	503.75	99.75	560	0.00089
770639	1	503.75	99.75	560	0.00000
771198	1	504.00	99.75	559	0.00045
771759	1	504.00	99.81	561	0.00000
772318	1	504.25	99.81	559	0.00045
772878	1	504.25	99.81	560	0.00000
773438	1	504.25	99.81	560	0.00000
773997	1	504.25	99.81	559	0.00000
774557	1	504.25	99.81	560	0.00000
775117	1	504.50	99.81	560	0.00045
775676	1	504.75	99.81	559	0.00045
776237	1	504.50	99.81	561	-0.00045
776797	1	504.50	99.81	560	0.00000
777357	1	504.75	99.81	560	0.00045
777916	1	504.75	99.81	559	0.00000
778476	1	504.75	99.81	560	0.00000
779036	1	504.75	99.81	560	0.00000
779595	1	504.75	99.87	559	0.00000
780155	1	505.00	99.87	560	0.00045
780716	1	505.25	99.87	561	0.00045
781275	1	505.25	99.87	559	0.00000
781835	1	505.25	99.87	560	0.00000
782395	1	505.25	99.87	560	0.00000
782954	1	505.50	99.94	559	0.00045
783514	1	505.50	99.87	560	0.00000
784074	1	505.50	99.87	560	0.00000
784633	1	505.25	99.94	559	-0.00045
785193	1	505.50	99.94	560	0.00045
785754	1	505.75	99.94	561	0.00045
786314	1	505.75	99.94	560	0.00000
786874	1	505.75	99.94	560	0.00000
787433	1	506.00	99.94	559	0.00045
787993	1	506.25	99.94	560	0.00045
788553	1	505.75	99.94	560	-0.00089
789113	1	505.75	100.00	560	0.00000
789673	1	506.00	99.94	560	0.00045
790233	1	506.00	99.94	560	0.00000
790793	1	506.00	99.94	560	0.00000
791353	1	506.25	99.94	560	0.00045
791912	1	506.25	99.94	559	0.00000
792472	1	506.00	99.94	560	-0.00045
793032	1	506.50	99.94	560	0.00089
793592	1	506.25	99.94	560	-0.00045
794151	1	506.50	99.94	559	0.00045
794712	1	506.75	99.94	561	0.00045
795272	1	506.50	99.94	560	-0.00045
795832	1	506.75	99.94	560	0.00045
796392	1	507.00	99.94	560	0.00045
796951	1	506.75	99.94	559	-0.00045
797511	1	506.75	99.94	560	0.00000
798071	1	507.00	99.94	560	0.00045
798631	1	507.25	99.94	560	0.00045
799191	1	506.75	99.94	560	-0.00089
799751	1	506.50	99.94	560	-0.00045
800311	1	507.25	99.94	560	0.00134
800871	1	507.25	99.94	560	0.00000
801430	1	507.50	99.94	559	0.00045
801990	1	507.25	99.94	560	-0.00045
802550	1	507.25	99.94	560	0.00000
803109	1	507.25	99.94	559	0.00000
803670	1	507.50	99.94	561	0.00045
804230	1	507.50	99.94	560	0.00000
804789	1	507.50	99.94	559	0.00000
805349	1	507.50	99.94	560	0.00000
805909	1	507.75	99.94	560	0.00045
806468	1	507.50	99.94	559	-0.00045
807028	1	507.50	99.94	560	0.00000
807588	1	508.00	99.94	560	0.00089
808148	1	507.75	99.94	560	-0.00045
808708	1	508.00	99.94	560	0.00045
809268	1	508.25	99.94	560	0.00045
809828	1	508.25	99.94	560	0.00000
810388	1	508.25	99.94	560	0.00000
810947	1	508.25	99.94	559	0.00000
811507	1	507.75	99.94	560	-0.00089
812067	1	508.50	99.94	560	0.00134
812627	1	508.00	99.94	560	-0.00089
813187	1	508.50	99.94	560	0.00089
813747	1	508.00	99.94	560	-0.00089
814307	1	508.50	99.94	560	0.00089
814867	1	508.25	99.94	560	-0.00045
815426	1	508.25	99.94	559	0.00000
815986	1	508.50	99.94	560	0.00045
816546	1	508.75	99.94	560	0.00045
817106	1	508.75	99.94	560	0.00000
817666	1	508.50	99.94	560	-0.00045
818226	1	508.75	99.94	560	0.00045
818786	1	509.00	99.94	560	0.00045
819346	1	509.25	99.94	560	0.00045
819905	1	508.75	99.94	559	-0.00089
820465	1	509.25	99.94	560	0.00089
821025	1	509.25	99.94	560	0.00000
821585	1	509.25	99.94	560	0.00000
822145	1	509.00	99.94	560	-0.00045
822705	1	509.25	99.94	560	0.00045
823265	1	509.50	99.94	560	0.00045
823825	1	509.25	99.94	560	-0.00045
824384	1	509.75	99.94	559	0.00089
824944	1	509.25	99.94	560	-0.00089
825504	1	509.50	99.94	560	0.00045
826064	1	509.25	99.94	560	-0.00045
826624	1	509.50	99.94	560	0.00045
827184	1	510.00	99.94	560	0.00089
827744	1	509.75	99.94	560	-0.00045
828304	1	509.50	99.94	560	-0.00045
828863	1	509.75	99.94	559	0.00045
829423	1	510.00	99.94	560	0.00045
829983	1	509.75	99.94	560	-0.00045
830543	1	510.00	99.94	560	0.00045
831102	1	509.75	99.94	559	-0.00045
831663	1	509.75	99.94	561	0.00000
832223	1	510.25	99.94	560	0.00089
832783	1	509.75	99.94	560	-0.00089
833342	1	510.25	99.94	559	0.00089
833902	1	510.25	99.94	560	0.00000
834462	1	510.50	99.94	560	0.00045
835021	1	510.75	99.94	559	0.00045
835581	1	510.25	99.94	560	-0.00089
836142	1	510.25	99.94	561	0.00000
836702	1	510.75	99.94	560	0.00089
837261	1	510.75	99.94	559	0.00000
837821	1	510.75	99.94	560	0.00000
838381	1	511.00	99.94	560	0.00045
838940	1	510.75	99.94	559	-0.00045
839500	1	510.50	99.94	560	-0.00045
840060	1	511.00	99.94	560	0.00089
840620	1	510.75	99.94	560	-0.00045
841180	1	510.75	99.94	560	0.00000
841740	1	511.25	99.94	560	0.00089
842299	1	511.00	99.94	559	-0.00045
842859	1	511.00	99.94	560	0.00000
843419	1	511.25	99.94	560	0.00045
843979	1	511.25	99.94	560	0.00000
844538	1	511.00	99.94	559	-0.00045
845099	1	511.25	99.94	561	0.00045
845659	1	511.50	99.94	560	0.00045
846218	1	511.00	99.94	559	-0.00089
846778	1	511.75	99.94	560	0.00134
847338	1	511.50	99.94	560	-0.00045
847897	1	511.75	99.94	559	0.00045
848457	1	511.75	99.94	560	0.00000
849017	1	511.75	99.94	560	0.00000
849576	1	512.00	99.94	559	0.00045
850137	1	511.75	99.94	561	-0.00045
850697	1	511.75	99.94	560	0.00000
851256	1	512.00	99.94	559	0.00045
851816	1	512.25	99.94	560	0.00045
852376	1	512.00	99.94	560	-0.00045
852935	1	512.25	99.94	559	0.00045
853495	1	512.00	99.94	560	-0.00045
854055	1	512.25	99.94	560	0.00045
854616	1	512.25	99.94	561	0.00000
855175	1	512.00	99.94	559	-0.00045
855735	1	511.75	99.94	560	-0.00045
856295	1	512.25	99.94	560	0.00089
856854	1	511.75	99.94	559	-0.00089
857414	1	512.00	99.94	560	0.00045
857974	1	512.25	99.94	560	0.00045
858534	1	512.25	99.94	560	0.00000
859094	1	512.50	99.94	560	0.00045
859654	1	512.50	99.94	560	0.00000
860214	1	512.50	99.94	560	0.00000
860773	1	512.25	99.94	559	-0.00045
861333	1	512.75	99.94	560	0.00089
861893	1	512.75	99.94	560	0.00000
862453	1	512.50	99.94	560	-0.00045
863012	1	512.50	99.94	559	0.00000
863572	1	512.50	99.94	560	0.00000
864133	1	512.75	99.94	561	0.00045
864692	1	512.75	99.94	559	0.00000
865252	1	512.75	99.94	560	0.00000
865812	1	512.75	99.94	560	0.00000
866371	1	512.75	99.94	559	0.00000
866931	1	512.75	99.94	560	0.00000
867491	1	513.25	99.94	560	0.00089
868050	1	512.75	99.94	559	-0.00089
868611	1	513.00	99.94	561	0.00045
869171	1	513.00	99.94	560	0.00000
869731	1	513.25	99.94	560	0.00045
870290	1	513.50	99.94	559	0.00045
870850	1	513.00	99.94	560	-0.00089
871410	1	513.50	99.94	560	0.00089
871970	1	513.25	99.94	560	-0.00045
872529	1	513.50	99.94	559	0.00045
873090	1	513.25	99.94	561	-0.00045
873650	1	513.50	99.94	560	0.00045
874210	1	513.75	99.94	560	0.00045
874769	1	513.75	99.94	559	0.00000
875329	1	513.75	99.94	560	0.00000
875889	1	513.75	99.94	560	0.00000
876449	1	513.75	99.94	560	0.00000
877008	1	513.50	99.94	559	-0.00045
877569	1	514.00	99.94	561	0.00089
878129	1	513.75	99.94	560	-0.00045
878688	1	514.00	99.94	559	0.00045
879248	1	514.00	99.94	560	0.00000
879808	1	514.00	99.94	560	0.00000
880368	1	513.75	99.94	560	-0.00045
880927	1	514.25	99.94	559	0.00089
881487	1	514.25	99.94	560	0.00000
882048	1	514.25	99.94	561	0.00000
882608	1	514.00	99.94	560	-0.00045
883167	1	514.50	99.94	559	0.00089
883727	1	514.50	99.94	560	0.00000
884287	1	514.25	99.94	560	-0.00045
884847	1	514.00	99.94	560	-0.00045
885406	1	514.25	99.94	559	0.00045
885966	1	514.25	99.94	560	0.00000
886526	1	514.50	99.94	560	0.00045
887087	1	514.50	99.94	561	0.00000
887646	1	514.75	99.94	559	0.00045
888206	1	514.25	99.94	560	-0.00089
888766	1	514.50	99.94	560	0.00045
889326	1	514.75	99.94	560	0.00045
889885	1	514.50	99.94	559	-0.00045
890445	1	514.75	99.94	560	0.00045
891005	1	514.75	99.94	560	0.00000
891566	1	514.50	99.94	561	-0.00045
892125	1	514.75	99.94	559	0.00045
892685	1	514.75	99.94	560	0.00000
893245	1	515.00	99.94	560	0.00045
893805	1	514.75	99.94	560	-0.00045
894364	1	515.00	99.94	559	0.00045
894924	1	514.75	99.94	560	-0.00045
895484	1	515.00	99.94	560	0.00045
896045	1	515.00	99.94	561	0.00000
896604	1	515.00	99.94	559	0.00000
897164	1	515.00	99.94	560	0.00000
897724	1	515.00	99.94	560	0.00000
898283	1	515.00	99.94	559	0.00000
898843	1	515.50	99.94	560	0.00089
899403	1	515.25	99.94	560	-0.00045
899963	1	515.25	99.94	560	0.00000
900523	1	514.75	99.94	560	-0.00089
901083	1	515.00	99.94	560	0.00045
901643	1	515.25	99.94	560	0.00045
902203	1	515.50	99.94	560	0.00045
902762	1	515.50	99.94	559	0.00000
903322	1	515.25	99.94	560	-0.00045
903882	1	515.50	99.94	560	0.00045
904442	1	515.50	99.94	560	0.00000
905001	1	515.75	99.94	559	0.00045
905562	1	515.75	99.94	561	0.00000
906122	1	515.00	99.94	560	-0.00134
906681	1	515.50	99.94	559	0.00089
907241	1	515.75	99.94	560	0.00045
907801	1	515.75	99.94	560	0.00000
908361	1	515.50	99.94	560	-0.00045
908920	1	516.00	99.94	559	0.00089
909480	1	515.50	99.94	560	-0.00089
910041	1	515.25	99.94	561	-0.00045
910600	1	515.75	99.94	559	0.00089
911160	1	516.00	99.94	560	0.00045
911720	1	516.00	99.94	560	0.00000
912279	1	516.00	99.94	559	0.00000
912839	1	516.25	99.94	560	0.00045
913399	1	516.25	99.94	560	0.00000
913958	1	516.25	99.94	559	0.00000
914519	1	516.00	99.94	561	-0.00045
915079	1	516.00	99.94	560	0.00000
915638	1	516.25	99.94	559	0.00045
916198	1	516.25	99.94	560	0.00000
916758	1	515.75	99.94	560	-0.00089
917318	1	516.25	99.94	560	0.00089
917877	1	516.50	99.94	559	0.00045
918437	1	516.25	99.94	560	-0.00045
918998	1	516.00	99.94	561	-0.00045
919557	1	516.25	99.94	559	0.00045
920117	1	516.50	99.94	560	0.00045
920677	1	516.50	99.94	560	0.00000
921236	1	516.25	99.94	559	-0.00045
921796	1	516.75	99.94	560	0.00089
922356	1	516.25	99.94	560	-0.00089
922916	1	516.75	99.94	560	0.00089
923475	1	516.25	99.94	559	-0.00089
924036	1	516.50	99.94	561	0.00045
924596	1	517.00	99.94	560	0.00089
925155	1	516.75	99.94	559	-0.00045
925715	1	516.50	99.94	560	-0.00045
926275	1	516.75	99.94	560	0.00045
926834	1	516.75	99.94	559	0.00000
927394	1	516.75	99.94	560	0.00000
927954	1	517.00	99.94	560	0.00045
928514	1	516.75	99.94	560	-0.00045
929074	1	517.00	99.94	560	0.00045
929634	1	517.00	99.94	560	0.00000
930194	1	516.75	99.94	560	-0.00045
930753	1	517.25	99.94	559	0.00089
931313	1	516.75	99.94	560	-0.00089
931873	1	517.25	99.94	560	0.00089
932433	1	517.50	99.94	560	0.00045
932993	1	516.75	99.94	560	-0.00134
933553	1	516.75	99.94	560	0.00000
934113	1	517.25	99.94	560	0.00089
934672	1	516.50	99.94	559	-0.00134
935232	1	517.50	99.94	560	0.00179
935792	1	517.25	99.94	560	-0.00045
936352	1	517.25	99.94	560	0.00000
936911	1	517.50	99.94	559	0.00045
937472	1	517.25	99.94	561	-0.00045
938032	1	517.50	99.94	560	0.00045
938592	1	517.50	99.94	560	0.00000
939151	1	517.25	99.94	559	-0.00045
939711	1	517.75	99.94	560	0.00089
940271	1	517.25	99.94	560	-0.00089
940831	1	517.75	99.94	560	0.00089
941390	1	518.00	99.94	559	0.00045
941950	1	517.50	99.94	560	-0.00089
942511	1	517.50	99.94	561	0.00000
943071	1	518.00	99.94	560	0.00089
943630	1	517.50	99.94	559	-0.00089
944190	1	517.75	99.94	560	0.00045
944750	1	517.25	99.94	560	-0.00089
945310	1	517.50	99.94	560	0.00045
945869	1	517.75	99.87	559	0.00045
946429	1	517.75	99.94	560	0.00000
946990	1	518.00	99.94	561	0.00045
947550	1	517.75	100.00	560	-0.00045
948109	1	518.25	100.00	559	0.00089
948669	1	518.00	100.00	560	-0.00045
949229	1	517.75	100.00	560	-0.00045
949789	1	517.50	100.06	560	-0.00045
950349	1	518.00	100.06	560	0.00089
950909	1	517.50	100.00	560	-0.00089
951469	1	517.75	100.06	560	0.00045
952029	1	518.00	100.06	560	0.00045
952589	1	518.00	100.06	560	0.00000
953149	1	518.25	100.06	560	0.00045
953709	1	518.25	100.06	560	0.00000
954269	1	517.75	100.06	560	-0.00089
954829	1	518.50	100.12	560	0.00134
955388	1	518.50	100.12	559	0.00000
955949	1	518.00	100.12	561	-0.00089
956509	1	518.25	100.12	560	0.00045
957069	1	518.50	100.12	560	0.00045
957629	1	518.25	100.12	560	-0.00045
958189	1	518.25	100.12	560	0.00000
958749	1	518.25	100.12	560	0.00000
959308	1	518.50	100.12	559	0.00045
959868	1	518.50	100.12	560	0.00000
960429	1	518.75	100.12	561	0.00045
960989	1	518.25	100.12	560	-0.00089
961549	1	518.75	100.12	560	0.00089
962109	1	518.50	100.12	560	-0.00045
962669	1	518.75	100.12	560	0.00045
963229	1	518.75	100.12	560	0.00000
963788	1	518.25	100.12	559	-0.00089
964348	1	518.00	100.12	560	-0.00045
964909	1	518.25	100.12	561	0.00045
965469	1	518.75	100.12	560	0.00089
966029	1	519.00	100.12	560	0.00045
966589	1	518.75	100.19	560	-0.00045
967149	1	518.25	100.12	560	-0.00089
967708	1	518.75	100.12	559	0.00089
968268	1	518.50	100.12	560	-0.00045
968828	1	519.00	100.19	560	0.00089
969389	1	519.00	100.19	561	0.00000
969949	1	518.75	100.19	560	-0.00045
970509	1	518.75	100.19	560	0.00000
971068	1	519.00	100.19	559	0.00045
971628	1	519.00	100.19	560	0.00000
972188	1	519.25	100.19	560	0.00045
972748	1	519.00	100.19	560	-0.00045
973308	1	519.00	100.19	560	0.00000
973869	1	519.25	100.19	561	0.00045
974429	1	518.75	100.19	560	-0.00089
974988	1	519.00	100.19	559	0.00045
975548	1	519.25	100.19	560	0.00045
976108	1	519.00	100.19	560	-0.00045
976668	1	519.25	100.19	560	0.00045
977228	1	519.00	100.19	560	-0.00045
977788	1	519.50	100.12	560	0.00089
978349	1	519.00	100.19	561	-0.00089
978909	1	518.75	100.19	560	-0.00045
979468	1	519.25	100.19	559	0.00089
980028	1	519.00	100.12	560	-0.00045
980588	1	519.50	100.12	560	0.00089
981148	1	519.25	100.19	560	-0.00045
981708	1	519.50	100.19	560	0.00045
982268	1	519.50	100.19	560	0.00000
982829	1	519.50	100.19	561	0.00000
983388	1	519.75	100.12	559	0.00045
983948	1	519.50	100.19	560	-0.00045
984508	1	519.50	100.12	560	0.00000
985068	1	519.25	100.12	560	-0.00045
985628	1	519.75	100.12	560	0.00089
986188	1	519.75	100.12	560	0.00000
986748	1	519.00	100.12	560	-0.00134
987308	1	519.25	100.19	560	0.00045
987868	1	519.75	100.19	560	0.00089
988428	1	519.50	100.19	560	-0.00045
988988	1	519.75	100.12	560	0.00045
989548	1	519.75	100.19	560	0.00000
990108	1	519.75	100.19	560	0.00000
990668	1	519.75	100.19	560	0.00000
991227	1	519.75	100.19	559	0.00000
991788	1	520.00	100.19	561	0.00045
992348	1	519.75	100.19	560	-0.00045
992908	1	519.75	100.19	560	0.00000
993468	1	520.00	100.19	560	0.00045
994028	1	519.75	100.19	560	-0.00045
994587	1	519.75	100.19	559	0.00000
995147	1	520.25	100.19	560	0.00089
995707	1	520.00	100.19	560	-0.00045
996268	1	519.50	100.19	561	-0.00089
996828	1	520.00	100.19	560	0.00089
997387	1	519.75	100.19	559	-0.00045
997947	1	520.00	100.12	560	0.00045
998507	1	520.00	100.19	560	0.00000
999067	1	520.25	100.19	560	0.00045
999627	1	520.25	100.12	560	0.00000
1000186	1	520.00	100.19	559	-0.00045
1000747	1	520.25	100.12	561	0.00045
1001307	1	520.25	100.19	560	0.00000
1001867	1	520.25	100.19	560	0.00000
1002427	1	519.75	100.19	560	-0.00089
1002987	1	520.25	100.12	560	0.00089
1003547	1	520.50	100.19	560	0.00045
1004106	1	520.00	100.19	559	-0.00089
1004666	1	520.50	100.19	560	0.00089
1005227	1	520.50	100.19	561	0.00000
1005787	1	520.00	100.19	560	-0.00089
1006347	1	520.25	100.12	560	0.00045
1006907	1	520.50	100.12	560	0.00045
1007467	1	520.00	100.19	560	-0.00089
1008027	1	520.25	100.12	560	0.00045
1008587	1	520.50	100.12	560	0.00045
1009147	1	520.25	100.12	560	-0.00045
1009707	1	520.25	100.12	560	0.00000
1010267	1	520.75	100.19	560	0.00089
1010827	1	520.50	100.19	560	-0.00045
1011387	1	520.50	100.19	560	0.00000
1011947	1	520.75	100.12	560	0.00045
1012507	1	520.75	100.19	560	0.00000
1013067	1	520.50	100.19	560	-0.00045
1013627	1	520.75	100.19	560	0.00045
1014187	1	520.50	100.12	560	-0.00045
1014747	1	520.50	100.12	560	0.00000
1015307	1	520.50	100.19	560	0.00000
1015867	1	520.50	100.12	560	0.00000
1016427	1	521.00	100.19	560	0.00089
1016987	1	520.50	100.19	560	-0.00089
1017547	1	520.75	100.12	560	0.00045
1018107	1	520.75	100.19	560	0.00000
1018668	1	520.50	100.19	561	-0.00045
1019228	1	520.50	100.19	560	0.00000
1019787	1	520.75	100.12	559	0.00045
1020347	1	521.00	100.19	560	0.00045
1020907	1	520.75	100.19	560	-0.00045
1021467	1	520.75	100.12	560	0.00000
1022027	1	520.50	100.12	560	-0.00045
1022587	1	521.00	100.19	560	0.00089
1023148	1	521.25	100.12	561	0.00045
1023708	1	521.00	100.19	560	-0.00045
1024268	1	521.00	100.19	560	0.00000
1024827	1	521.25	100.19	559	0.00045
1025387	1	521.25	100.19	560	0.00000
1025947	1	521.00	100.19	560	-0.00045
1026507	1	521.00	100.19	560	0.00000
1027067	1	521.50	100.19	560	0.00089
1027628	1	520.50	100.19	561	-0.00178
1028188	1	521.00	100.19	560	0.00089
1028748	1	521.25	100.19	560	0.00045
1029308	1	520.75	100.19	560	-0.00089
1029868	1	520.75	100.12	560	0.00000
1030427	1	521.25	100.19	559	0.00089
1030987	1	520.75	100.19	560	-0.00089
1031547	1	521.25	100.19	560	0.00089
1032108	1	521.00	100.19	561	-0.00045
1032668	1	521.00	100.19	560	0.00000
1033228	1	521.00	100.19	560	0.00000
1033788	1	520.50	100.19	560	-0.00089
1034347	1	521.25	100.19	559	0.00134
1034907	1	521.50	100.19	560	0.00045
1035467	1	521.25	100.19	560	-0.00045
1036027	1	521.50	100.19	560	0.00045
1036588	1	521.50	100.19	561	0.00000
1037148	1	521.50	100.12	560	0.00000
1037708	1	521.50	100.12	560	0.00000
1038268	1	521.25	100.19	560	-0.00045
1038828	1	521.50	100.12	560	0.00045
1039388	1	521.50	100.19	560	0.00000
1039947	1	521.00	100.19	559	-0.00089
1040507	1	521.50	100.19	560	0.00089
1041068	1	521.25	100.19	561	-0.00045
1041628	1	521.50	100.19	560	0.00045
1042188	1	521.50	100.12	560	0.00000
1042748	1	521.25	100.12	560	-0.00045
1043308	1	521.50	100.12	560	0.00045
1043868	1	521.75	100.12	560	0.00045
1044428	1	521.75	100.12	560	0.00000
1044988	1	521.75	100.12	560	0.00000
1045548	1	521.75	100.19	560	0.00000
1046108	1	521.50	100.19	560	-0.00045
1046668	1	521.75	100.12	560	0.00045
1047228	1	521.75	100.19	560	0.00000
1047788	1	521.75	100.19	560	0.00000
1048348	1	521.50	100.19	560	-0.00045
1048908	1	521.75	100.19	560	0.00045
1049468	1	521.50	100.19	560	-0.00045
1050029	1	521.50	100.19	561	0.00000
1050589	1	521.75	100.19	560	0.00045
1051148	1	521.75	100.19	559	0.00000
1051708	1	521.75	100.19	560	0.00000
1052268	1	522.00	100.19	560	0.00045
1052828	1	521.75	100.19	560	-0.00045
1053388	1	522.00	100.19	560	0.00045
1053948	1	522.00	100.19	560	0.00000
1054509	1	521.75	100.19	561	-0.00045
1055068	1	522.00	100.19	559	0.00045
1055628	1	521.75	100.19	560	-0.00045
1056188	1	522.25	100.19	560	0.00089
1056748	1	522.00	100.19	560	-0.00045
1057308	1	521.75	100.19	560	-0.00045
1057868	1	522.00	100.19	560	0.00045
1058428	1	522.00	100.19	560	0.00000
1058989	1	521.50	100.19	561	-0.00089
1059549	1	521.75	100.19	560	0.00045
1060109	1	522.00	100.19	560	0.00045
1060669	1	521.50	100.19	560	-0.00089
1061229	1	522.00	100.12	560	0.00089
1061788	1	521.75	100.19	559	-0.00045
1062348	1	522.00	100.19	560	0.00045
1062908	1	522.25	100.19	560	0.00045
1063469	1	521.75	100.19	561	-0.00089
1064029	1	521.25	100.19	560	-0.00089
1064589	1	522.25	100.19	560	0.00179
1065149	1	522.25	100.19	560	0.00000
